"EwE_num","EwE_name","Common","Sciname","Genus","Species","ID_sp"
"63","Anchovy-silverside-killifish","dusky anchovy","anchoa lyolepis","anchoa","lyolepis","Sp_1399"
"63","Anchovy-silverside-killifish","goldspotted killifish","floridichthys carpio","floridichthys","carpio","Sp_1400"
"63","Anchovy-silverside-killifish","gulf killifish","fundulus grandis","fundulus","grandis","Sp_1401"
"63","Anchovy-silverside-killifish","hardhead silverside","atherinomorus stipes","atherinomorus","stipes","Sp_1402"
"63","Anchovy-silverside-killifish","inland silverside","menidia beryllina","menidia","beryllina","Sp_1403"
"63","Anchovy-silverside-killifish","key anchovy","anchoa cayorum","anchoa","cayorum","Sp_1404"
"63","Anchovy-silverside-killifish","rough silverside","membras martinica","membras","martinica","Sp_1405"
"63","Anchovy-silverside-killifish","sailfin molly","poecilia latipinna","poecilia","latipinna","Sp_1406"
"63","Anchovy-silverside-killifish","sheepshead minnow","cyprinodon variegatus","cyprinodon","variegatus","Sp_1407"
"63","Anchovy-silverside-killifish","striped anchovy","anchoa hepsetus","anchoa","hepsetus","Sp_1408"
"63","Anchovy-silverside-killifish","striped killifish","fundulus majalis","fundulus","majalis","Sp_1409"
"63","Anchovy-silverside-killifish","diamond killifish","adinia xenica","adinia","xenica","Sp_1410"
"63","Anchovy-silverside-killifish","longfinger anchovy","anchoa filifera","anchoa","filifera","Sp_1411"
"63","Anchovy-silverside-killifish","anchovy","anchoa guineensis","anchoa","guineensis","Sp_1412"
"63","Anchovy-silverside-killifish","broad-striped anchovy","anchoa hepsetus","anchoa","hepsetus","Sp_1413"
"63","Anchovy-silverside-killifish","marini's anchovy","anchoa marini","anchoa","marini","Sp_1414"
"63","Anchovy-silverside-killifish","anchovy","anchoa sp","anchoa","sp","Sp_1415"
"63","Anchovy-silverside-killifish","broadband anchovy","anchoviella lepidentostole","anchoviella","lepidentostole","Sp_1416"
"63","Anchovy-silverside-killifish","anchovy","anchoviella mitchilli","anchoviella","mitchilli","Sp_1417"
"63","Anchovy-silverside-killifish","anchovy","anchoviella sp","anchoviella","sp","Sp_1418"
"63","Anchovy-silverside-killifish","cape silverside","atherina breviceps","atherina","breviceps","Sp_1419"
"63","Anchovy-silverside-killifish","sand smelt","atherina presbyter","atherina","presbyter","Sp_1420"
"63","Anchovy-silverside-killifish","silverside","atherina sp","atherina","sp","Sp_1421"
"63","Anchovy-silverside-killifish","topsmelt silverside","atherinops affinis","atherinops","affinis","Sp_1422"
"63","Anchovy-silverside-killifish","sheepshead minnow","cyprinodon variegatus variegatus","cyprinodon","variegatus","Sp_1423"
"63","Anchovy-silverside-killifish","fat sleeper","dormitator maculatus","dormitator","maculatus","Sp_1424"
"63","Anchovy-silverside-killifish","shorthead anchovy","encrasicholina heteroloba","encrasicholina","heteroloba","Sp_1425"
"63","Anchovy-silverside-killifish","argentine anchovy","engraulis anchoita","engraulis","anchoita","Sp_1426"
"63","Anchovy-silverside-killifish","australian anchovy","engraulis australis","engraulis","australis","Sp_1427"
"63","Anchovy-silverside-killifish","south african anchovy","engraulis capensis","engraulis","capensis","Sp_1428"
"63","Anchovy-silverside-killifish","anchovy","engraulis devisi","engraulis","devisi","Sp_1429"
"63","Anchovy-silverside-killifish","european anchovy","engraulis encrasicolus","engraulis","encrasicolus","Sp_1430"
"63","Anchovy-silverside-killifish","japanese anchovy","engraulis japonica","engraulis","japonica","Sp_1431"
"63","Anchovy-silverside-killifish","california anchovy","engraulis mordax","engraulis","mordax","Sp_1432"
"63","Anchovy-silverside-killifish","anchovy","engraulis sp","engraulis","sp","Sp_1433"
"63","Anchovy-silverside-killifish","killifish","floridichthys sp","floridichthys","sp","Sp_1434"
"63","Anchovy-silverside-killifish","marsh killifish","fundulus confluentus","fundulus","confluentus","Sp_1435"
"63","Anchovy-silverside-killifish","mummichog","fundulus heteroclitus","fundulus","heteroclitus","Sp_1436"
"63","Anchovy-silverside-killifish","longnose killifish","fundulus similis","fundulus","similis","Sp_1437"
"63","Anchovy-silverside-killifish","killifish","fundulus sp","fundulus","sp","Sp_1438"
"63","Anchovy-silverside-killifish","western mosquitofish","gambusia affinis","gambusia","affinis","Sp_1439"
"63","Anchovy-silverside-killifish","eastern mosquitofish","gambusia holbrooki","gambusia","holbrooki","Sp_1440"
"63","Anchovy-silverside-killifish","mosquitofish","gambusia sp","gambusia","sp","Sp_1441"
"63","Anchovy-silverside-killifish","yucatan flagfish","garmanella pulchra","garmanella","pulchra","Sp_1442"
"63","Anchovy-silverside-killifish","pearl cichlid","geophagus brasiliensis","geophagus","brasiliensis","Sp_1443"
"63","Anchovy-silverside-killifish","jewel fish","hemichromis letourneuxi","hemichromis","letourneuxi","Sp_1444"
"63","Anchovy-silverside-killifish","least killifish","heterandria formosa","heterandria","formosa","Sp_1445"
"63","Anchovy-silverside-killifish","reef silverside","hypoatherina harringtonensis","hypoatherina","harringtonensis","Sp_1446"
"63","Anchovy-silverside-killifish","rainwater killifish","lucania parva","lucania","parva","Sp_1447"
"63","Anchovy-silverside-killifish","atlantic sabertooth anchovy","lycengraulis grossidens","lycengraulis","grossidens","Sp_1448"
"63","Anchovy-silverside-killifish","tidewater silverside","menidia peninsulae","menidia","peninsulae","Sp_1449"
"63","Anchovy-silverside-killifish","silverside","menidia sp","menidia","sp","Sp_1450"
"63","Anchovy-silverside-killifish","emerald shiner","notropis atherinoides","notropis","atherinoides","Sp_1451"
"63","Anchovy-silverside-killifish","spotsided livebearer","poecilia vivipara","poecilia","vivipara","Sp_1452"
"63","Anchovy-silverside-killifish","black crappie","pomoxis nigromaculatus","pomoxis","nigromaculatus","Sp_1453"
"63","Anchovy-silverside-killifish","crappies","pomoxis sp","pomoxis","sp","Sp_1454"
"63","Anchovy-silverside-killifish","anchovy","stolephorus sp","stolephorus","sp","Sp_1455"
"63","Anchovy-silverside-killifish","thryssa","thryssa sp","thryssa","sp","Sp_1456"
"63","Anchovy-silverside-killifish","orangemouth anchovy","thryssa vitrirostris","thryssa","vitrirostris","Sp_1457"
"63","Anchovy-silverside-killifish","brazilian silverside","xenomelaniris brasiliensis","xenomelaniris","brasiliensis","Sp_1458"
"64","Mullet","fantail mullet","mugil trichodon","mugil","trichodon","Sp_1459"
"64","Mullet","fantail mullet","mugil gyrans","mugil","gyrans","Sp_1460"
"64","Mullet","mullet, striped (liza)","mugil cephalus","mugil","cephalus","Sp_1461"
"64","Mullet","mullet, white","mugil curema","mugil","curema","Sp_1462"
"64","Mullet","striped mullet","mugil cephalus","mugil","cephalus","Sp_1463"
"64","Mullet","white mullet","mugil curema","mugil","curema","Sp_1464"
"64","Mullet","milkfish","chanos chanos","chanos","chanos","Sp_1465"
"64","Mullet","grey mullet","crenimugil labrosus","crenimugil","labrosus","Sp_1466"
"64","Mullet","south african mullet","liza richardsonii","liza","richardsonii","Sp_1467"
"64","Mullet","moony","monodactylus sp","monodactylus","sp","Sp_1468"
"64","Mullet","flathead grey mullet","mugil cephalus","mugil","cephalus","Sp_1469"
"64","Mullet","gray mullet","mugil cephalus","mugil","cephalus","Sp_1470"
"64","Mullet","mullet","mugil gyrans","mugil","gyrans","Sp_1471"
"64","Mullet","mullet","mugil sp","mugil","sp","Sp_1472"
"64","Mullet","striped red mullet","mullus surmuletus","mullus","surmuletus","Sp_1473"
"64","Mullet","bluetail mullet","valamugil buchanani","valamugil","buchanani","Sp_1474"
"65","Butterfish","butterfish","peprilus triacanthus","peprilus","triacanthus","Sp_1475"
"65","Butterfish","gulf butterfish","peprilus burti","peprilus","burti","Sp_1476"
"65","Butterfish","harvestfish","peprilus alepidotus","peprilus","alepidotus","Sp_1477"
"65","Butterfish","american harvestfish","peprilus alepidotus","peprilus","alepidotus","Sp_1478"
"65","Butterfish","pacific harvestfish","peprilus medius","peprilus","medius","Sp_1479"
"65","Butterfish","american harvestfish","peprilus paru","peprilus","paru","Sp_1480"
"65","Butterfish","pacific butterfish","peprilus simillimus","peprilus","simillimus","Sp_1481"
"65","Butterfish","butterfish","peprilus sp","peprilus","sp","Sp_1482"
"65","Butterfish","atlantic butterfish","peprilus triacanthus","peprilus","triacanthus","Sp_1483"
"65","Butterfish","butterfish","poronotus sp","poronotus","sp","Sp_1484"
"66","Cephalopod","squid","abraliopsis sp","abraliopsis","sp","Sp_1485"
"66","Cephalopod","european common squid","alloteuthis subulata","alloteuthis","subulata","Sp_1486"
"66","Cephalopod","sharpear enope squid","ancistrocheirus lesueurii","ancistrocheirus","lesueurii","Sp_1487"
"66","Cephalopod","greater argonaut","argonauta argo","argonauta","argo","Sp_1488"
"66","Cephalopod","argonaut","argonauta sp","argonauta","sp","Sp_1489"
"66","Cephalopod","squid","chirotheuthis sp","chirotheuthis","sp","Sp_1490"
"66","Cephalopod","comb-finned squid","chtenopteryx sicula","chtenopteryx","sicula","Sp_1491"
"66","Cephalopod","longfin squid","doryteuthis sp","doryteuthis","sp","Sp_1492"
"66","Cephalopod","jumbo squid","dosidicus gigas","dosidicus","gigas","Sp_1493"
"66","Cephalopod","curled octopus","eledone cirrhosa","eledone","cirrhosa","Sp_1494"
"66","Cephalopod","squid","enoploteuthis sp","enoploteuthis","sp","Sp_1495"
"66","Cephalopod","gonate squid","gonatopsis borealis","gonatopsis","borealis","Sp_1496"
"66","Cephalopod","slender squid","gonatus californiensis","gonatus","californiensis","Sp_1497"
"66","Cephalopod","gonate squid","gonatus sp","gonatus","sp","Sp_1498"
"66","Cephalopod","oceanic squid","gonatus steenstrupi","gonatus","steenstrupi","Sp_1499"
"66","Cephalopod","octopus","hailphron atlanticus","hailphron","atlanticus","Sp_1500"
"66","Cephalopod","seven-arm octopus","haliphron atlanticus","haliphron","atlanticus","Sp_1501"
"66","Cephalopod","flowervase jewell squid","histioteuthis dofleini","histioteuthis","dofleini","Sp_1502"
"66","Cephalopod","cock-eyed squid","histioteuthis sp","histioteuthis","sp","Sp_1503"
"66","Cephalopod","cock-eyed squid","histiotheuthis heteropsis","histiotheuthis","heteropsis","Sp_1504"
"66","Cephalopod","glassy flying squid","hyaloteuthis pelagica","hyaloteuthis","pelagica","Sp_1505"
"66","Cephalopod","southern shortfin squid","illex coindetii","illex","coindetii","Sp_1506"
"66","Cephalopod","boreal squid","illex illecebrosus","illex","illecebrosus","Sp_1507"
"66","Cephalopod","shortfin squid","illex sp","illex","sp","Sp_1508"
"66","Cephalopod","octopus","japetella diaphana","japetella","diaphana","Sp_1509"
"66","Cephalopod","octopus","japetella heati","japetella","heati","Sp_1510"
"66","Cephalopod","octopus","japetella sp","japetella","sp","Sp_1511"
"66","Cephalopod","reinhardt's cranch-squid","liocranchia reinharti","liocranchia","reinharti","Sp_1512"
"66","Cephalopod","market squid","loligo opalescens","loligo","opalescens","Sp_1513"
"66","Cephalopod","longfin inshore squid","loligo pealeii","loligo","pealeii","Sp_1514"
"66","Cephalopod","slender inshore squid","loligo plei","loligo","plei","Sp_1515"
"66","Cephalopod","inshore squid","loligo sanpaulensis","loligo","sanpaulensis","Sp_1516"
"66","Cephalopod","pencil squid","loligo sp","loligo","sp","Sp_1517"
"66","Cephalopod","european squid","loligo vulgaris","loligo","vulgaris","Sp_1518"
"66","Cephalopod","atlantic brief squid","lolliguncula brevis","lolliguncula","brevis","Sp_1519"
"66","Cephalopod","whip-lash squid","mastigoteuthis dentata","mastigoteuthis","dentata","Sp_1520"
"66","Cephalopod","whip-lash squid","mastigoteuthis sp","mastigoteuthis","sp","Sp_1521"
"66","Cephalopod","rüppell's octopus squid","octopoteuthis sicula","octopoteuthis","sicula","Sp_1522"
"66","Cephalopod","squid","octopoteuthis sp","octopoteuthis","sp","Sp_1523"
"66","Cephalopod","baird's octopus","octopus bairdi","octopus","bairdi","Sp_1524"
"66","Cephalopod","octopus","octopus sp","octopus","sp","Sp_1525"
"66","Cephalopod","common octopus","octopus vulgaris","octopus","vulgaris","Sp_1526"
"66","Cephalopod","squid","octoteuthis sp","octoteuthis","sp","Sp_1527"
"66","Cephalopod","arrow squid","ommastrephes sp","ommastrephes","sp","Sp_1528"
"66","Cephalopod","common clubhook squid","onychoteuthis banksii","onychoteuthis","banksii","Sp_1529"
"66","Cephalopod","hooked squid","onychoteuthis sp","onychoteuthis","sp","Sp_1530"
"66","Cephalopod","clubhook squid","onykia robusta","onykia","robusta","Sp_1531"
"66","Cephalopod","clubhook squid","onykia sp","onykia","sp","Sp_1532"
"66","Cephalopod","flapjack octopus","opisthoteuthis sp","opisthoteuthis","sp","Sp_1533"
"66","Cephalopod","atlantic bird squid","ornithoteuthis antillarum","ornithoteuthis","antillarum","Sp_1534"
"66","Cephalopod","squid","pholidoteuthis boschmaii","pholidoteuthis","boschmaii","Sp_1535"
"66","Cephalopod","ovalbone cuttlefish","sepia elliptica","sepia","elliptica","Sp_1536"
"66","Cephalopod","common cuttlefish","sepia officinalis","sepia","officinalis","Sp_1537"
"66","Cephalopod","cuttlefish","sepia sp","sepia","sp","Sp_1538"
"66","Cephalopod","bobtail squid","sepietta sp","sepietta","sp","Sp_1539"
"66","Cephalopod","atlantic bobtail","sepiola atlantica","sepiola","atlantica","Sp_1540"
"66","Cephalopod","purpleback squid","sthenoteuthis oualaniensis","sthenoteuthis","oualaniensis","Sp_1541"
"66","Cephalopod","orangeback squid","sthenoteuthis pteropus","sthenoteuthis","pteropus","Sp_1542"
"66","Cephalopod","diamondback squid","thysanoteuthis rombus","thysanoteuthis","rombus","Sp_1543"
"66","Cephalopod","european flying squid","todarodes sagittatus","todarodes","sagittatus","Sp_1544"
"66","Cephalopod","lesser flying squid","todaropsis eblanae","todaropsis","eblanae","Sp_1545"
"66","Cephalopod","common blanket octopus","tremoctopus violaceus","tremoctopus","violaceus","Sp_1546"
"66","Cephalopod","vampire squid","vampyroteuthis infernalis","vampyroteuthis","infernalis","Sp_1547"
"67","Pink shrimp","shrimp, pink","penaeus duorarum","penaeus","duorarum","Sp_1548"
"67","Pink shrimp","pink shrimp","farfantepenaeus duorarum","farfantepenaeus","duorarum","Sp_1549"
"67","Pink shrimp","pink shrimp","farfantepenaeus sp","farfantepenaeus","sp","Sp_1550"
"67","Pink shrimp","pink shrimp","penaeus duorarum","penaeus","duorarum","Sp_1551"
"68","Brown shrimp","shrimp, brown","penaeus aztecus","penaeus","aztecus","Sp_1552"
"68","Brown shrimp","brown shrimp","farfantepenaeus aztecus","farfantepenaeus","aztecus","Sp_1553"
"68","Brown shrimp","northern brown shrimp","penaeus aztecus","penaeus","aztecus","Sp_1554"
"69","White shrimp","shrimp, white","penaeus setiferus","penaeus","setiferus","Sp_1555"
"69","White shrimp","white shrimp","litopenaeus setiferus","litopenaeus","setiferus","Sp_1556"
"69","White shrimp","northern white shrimp","penaeus setiferus","penaeus","setiferus","Sp_1557"
"70","Crab","crab, blue","callinectes sapidus","callinectes","sapidus","Sp_1558"
"70","Crab","crab, blue, peeler","callinectes sapidus","callinectes","sapidus","Sp_1559"
"70","Crab","crab, blue, soft","callinectes sapidus","callinectes","sapidus","Sp_1560"
"70","Crab","crab, blue, soft and peeler","callinectes sapidus","callinectes","sapidus","Sp_1561"
"70","Crab","blue crab","callinectes danae","callinectes","danae","Sp_1562"
"70","Crab","ornate blue crab","callinectes ornatus","callinectes","ornatus","Sp_1563"
"70","Crab","blue crab","callinectes sapidus","callinectes","sapidus","Sp_1564"
"70","Crab","lesser blue crab","callinectes similis","callinectes","similis","Sp_1565"
"70","Crab","blue crab","callinectes sp","callinectes","sp","Sp_1566"
"71","Sessile epifauna","oyster, eastern","crassostrea virginica","crassostrea","virginica","Sp_1567"
"71","Sessile epifauna","red dead man's fingers","alcyonium palmatum","alcyonium","palmatum","Sp_1568"
"71","Sessile epifauna","scorched mussel","brachidontes exustus","brachidontes","exustus","Sp_1569"
"71","Sessile epifauna","sea squirt","ciona intestinalis","ciona","intestinalis","Sp_1570"
"71","Sessile epifauna","american cupped oyster","crassostrea virginica","crassostrea","virginica","Sp_1571"
"71","Sessile epifauna","ribbed mussel","geukensia demissa","geukensia","demissa","Sp_1572"
"71","Sessile epifauna","pelagic gooseneck barnacle","lepas anatifera","lepas","anatifera","Sp_1573"
"71","Sessile epifauna","blue mussel","mytilus edulis","mytilus","edulis","Sp_1574"
"71","Sessile epifauna","tunicate","pyrosoma sp","pyrosoma","sp","Sp_1575"
"72","Mobile epifauna","crab, deepsea golden","geryon fenneri","geryon","fenneri","Sp_1576"
"72","Mobile epifauna","crab, florida stone claws","menippe mercenaria","menippe","mercenaria","Sp_1577"
"72","Mobile epifauna","crab, horseshoe","limulus polyphemus","limulus","polyphemus","Sp_1578"
"72","Mobile epifauna","lobster, caribbean spiny","panulirus argus","panulirus","argus","Sp_1579"
"72","Mobile epifauna","scallop, bay","argopecten irradians","argopecten","irradians","Sp_1580"
"72","Mobile epifauna","scallop, calico","argopecten gibbus","argopecten","gibbus","Sp_1581"
"72","Mobile epifauna","shrimp, pinkspot","penaeus brasiliensis","penaeus","brasiliensis","Sp_1582"
"72","Mobile epifauna","shrimp, royal red","pleoticus robustus","pleoticus","robustus","Sp_1583"
"72","Mobile epifauna","shrimp, seabob","xiphopenaeus kroyeri","xiphopenaeus","kroyeri","Sp_1584"
"72","Mobile epifauna","whelk, lightning","busycon sinistrum","busycon","sinistrum","Sp_1585"
"72","Mobile epifauna","speckled swimming crab","arenaeus cribrarius","arenaeus","cribrarius","Sp_1586"
"72","Mobile epifauna","squareback crab","armases sp","armases","sp","Sp_1587"
"72","Mobile epifauna","horse crab","atelecyclus sp","atelecyclus","sp","Sp_1588"
"72","Mobile epifauna","swimming crab","bathynectes sp","bathynectes","sp","Sp_1589"
"72","Mobile epifauna","channeled whelk","busycon canaliculatum","busycon","canaliculatum","Sp_1590"
"72","Mobile epifauna","flame box crab","calappa flammea","calappa","flammea","Sp_1591"
"72","Mobile epifauna","box crab","calappa ocellata","calappa","ocellata","Sp_1592"
"72","Mobile epifauna","box crab","calappa sp","calappa","sp","Sp_1593"
"72","Mobile epifauna","yellow box crab","calappa sulcata","calappa","sulcata","Sp_1594"
"72","Mobile epifauna","atlantic rock crab","cancer irroratus","cancer","irroratus","Sp_1595"
"72","Mobile epifauna","pygmy rock crab","cancer oregonensis","cancer","oregonensis","Sp_1596"
"72","Mobile epifauna","rock crab","cancer sp","cancer","sp","Sp_1597"
"72","Mobile epifauna","green crab","carcinus maenas","carcinus","maenas","Sp_1598"
"72","Mobile epifauna","swimming crab","charybdis hoplites","charybdis","hoplites","Sp_1599"
"72","Mobile epifauna","swimming crab","charybdis smithii","charybdis","smithii","Sp_1600"
"72","Mobile epifauna","top shell","cittarium pica","cittarium","pica","Sp_1601"
"72","Mobile epifauna","thinstripe hermit crab","clibanarius vittatus","clibanarius","vittatus","Sp_1602"
"72","Mobile epifauna","crab","corystoides abbreviatus","corystoides","abbreviatus","Sp_1603"
"72","Mobile epifauna","crab","cyrtograpsus affinis","cyrtograpsus","affinis","Sp_1604"
"72","Mobile epifauna","hermit crab","dardanus pectinatus","dardanus","pectinatus","Sp_1605"
"72","Mobile epifauna","olivepit porcelain crab","euceramus sp","euceramus","sp","Sp_1606"
"72","Mobile epifauna","portunid crab","euphylax dovii","euphylax","dovii","Sp_1607"
"72","Mobile epifauna","giant red mysid","gnathophausia ingens","gnathophausia","ingens","Sp_1608"
"72","Mobile epifauna","mantis shrimp","gonodactylus bredini","gonodactylus","bredini","Sp_1609"
"72","Mobile epifauna","dolly varden crab","hepatus epheliticus","hepatus","epheliticus","Sp_1610"
"72","Mobile epifauna","slender sea star","leptasterias tenera","leptasterias","tenera","Sp_1611"
"72","Mobile epifauna","spider crab","leucippa pentagona","leucippa","pentagona","Sp_1612"
"72","Mobile epifauna","thinstripe hermit crab","libinarius vittatus","libinarius","vittatus","Sp_1613"
"72","Mobile epifauna","longnose spider crab","libinia dubia","libinia","dubia","Sp_1614"
"72","Mobile epifauna","common spider crab","libinia emarginata","libinia","emarginata","Sp_1615"
"72","Mobile epifauna","spider crab","libinia sp","libinia","sp","Sp_1616"
"72","Mobile epifauna","atlantic horseshoe crab","limulus polyphemus","limulus","polyphemus","Sp_1617"
"72","Mobile epifauna","horseshoe crab","limulus sp","limulus","sp","Sp_1618"
"72","Mobile epifauna","hermit crab","loxopagurus loxochelis","loxopagurus","loxochelis","Sp_1619"
"72","Mobile epifauna","mantis shrimp","lysiosquilla glabriuscula","lysiosquilla","glabriuscula","Sp_1620"
"72","Mobile epifauna","mantis shrimp","lysiosquilla scabricauda","lysiosquilla","scabricauda","Sp_1621"
"72","Mobile epifauna","mantis shrimp","lysiosquilla sp","lysiosquilla","sp","Sp_1622"
"72","Mobile epifauna","crab","macropipus sp","macropipus","sp","Sp_1623"
"72","Mobile epifauna","gulf stone crab","menippe adina","menippe","adina","Sp_1624"
"72","Mobile epifauna","florida stone crab","menippe mercenaria","menippe","mercenaria","Sp_1625"
"72","Mobile epifauna","urugavian lobster","metanephrops rubellus","metanephrops","rubellus","Sp_1626"
"72","Mobile epifauna","ruby red mithrax crab","mithrax sculptus","mithrax","sculptus","Sp_1627"
"72","Mobile epifauna","clinging crab","mithrax sp","mithrax","sp","Sp_1628"
"72","Mobile epifauna","squat lobster","munida sp","munida","sp","Sp_1629"
"72","Mobile epifauna","nebalia","nebalia sp","nebalia","sp","Sp_1630"
"72","Mobile epifauna","rough rock crab","nectocarcinus integrifrons","nectocarcinus","integrifrons","Sp_1631"
"72","Mobile epifauna","mantis shrimp","neogonodactylus sp","neogonodactylus","sp","Sp_1632"
"72","Mobile epifauna","shark eye","neverita duplicata","neverita","duplicata","Sp_1633"
"72","Mobile epifauna","florida lady crab","ovalipes floridanus","ovalipes","floridanus","Sp_1634"
"72","Mobile epifauna","lady crab","ovalipes ocellatus","ovalipes","ocellatus","Sp_1635"
"72","Mobile epifauna","squeaking crab","ovalipes quadulpensis","ovalipes","quadulpensis","Sp_1636"
"72","Mobile epifauna","lady crab","ovalipes sp","ovalipes","sp","Sp_1637"
"72","Mobile epifauna","crab","ovalipes trimaculatus","ovalipes","trimaculatus","Sp_1638"
"72","Mobile epifauna","sea snail","oxygirus keraudrenii","oxygirus","keraudrenii","Sp_1639"
"72","Mobile epifauna","palmate hermit crab","pagurus impressus","pagurus","impressus","Sp_1640"
"72","Mobile epifauna","long-claw hermit crab","pagurus longicarpus","pagurus","longicarpus","Sp_1641"
"72","Mobile epifauna","flat-clawed hermit crab","pagurus pollicaris","pagurus","pollicaris","Sp_1642"
"72","Mobile epifauna","hermit crab","pagurus sp","pagurus","sp","Sp_1643"
"72","Mobile epifauna","mantis shrimp","parasquilla coccinea","parasquilla","coccinea","Sp_1644"
"72","Mobile epifauna","purse crab","persephona punctata","persephona","punctata","Sp_1645"
"72","Mobile epifauna","porcelain crab","petrolisthes galathinus","petrolisthes","galathinus","Sp_1646"
"72","Mobile epifauna","beaded hairy crab","pilumnus pannosus","pilumnus","pannosus","Sp_1647"
"72","Mobile epifauna","spineback hairy crab","pilumnus sayi","pilumnus","sayi","Sp_1648"
"72","Mobile epifauna","massive urn crab","pitho aculeata","pitho","aculeata","Sp_1649"
"72","Mobile epifauna","oval urn crab","pitho anisodon","pitho","anisodon","Sp_1650"
"72","Mobile epifauna","pelagic red crab","pleuroncodes planipes","pleuroncodes","planipes","Sp_1651"
"72","Mobile epifauna","red crab","pleuroncodes sp","pleuroncodes","sp","Sp_1652"
"72","Mobile epifauna","long-eyed swimming crab","podophthalmus vigil","podophthalmus","vigil","Sp_1653"
"72","Mobile epifauna","sea snail","polinices duplicata","polinices","duplicata","Sp_1654"
"72","Mobile epifauna","flatface swimming crab","portunus depressifrons","portunus","depressifrons","Sp_1655"
"72","Mobile epifauna","harbor crab","portunus depurator","portunus","depurator","Sp_1656"
"72","Mobile epifauna","portunid crab","portunus floridanus","portunus","floridanus","Sp_1657"
"72","Mobile epifauna","iridescent swimming crab","portunus gibbesii","portunus","gibbesii","Sp_1658"
"72","Mobile epifauna","redhair swimming crab","portunus ordwayi","portunus","ordwayi","Sp_1659"
"72","Mobile epifauna","three-spot swimming crab","portunus sanguinolentus ","portunus","sanguinolentus ","Sp_1660"
"72","Mobile epifauna","sargassum swimming crab","portunus sayi","portunus","sayi","Sp_1661"
"72","Mobile epifauna","swimming crab","portunus sp","portunus","sp","Sp_1662"
"72","Mobile epifauna","swimming crab","portunus xantussi affinis","portunus","xantussi","Sp_1663"
"72","Mobile epifauna","mantis shrimp","pseudosquilla ciliata","pseudosquilla","ciliata","Sp_1664"
"72","Mobile epifauna","hermit crab","pterochirus sp","pterochirus","sp","Sp_1665"
"72","Mobile epifauna","frog crab","rananoides sp","rananoides","sp","Sp_1666"
"72","Mobile epifauna","muricate frog crab","ranilia muricata","ranilia","muricata","Sp_1667"
"72","Mobile epifauna","mantis shrimp","squilla biformis","squilla","biformis","Sp_1668"
"72","Mobile epifauna","mantis shrimp","squilla chydaea","squilla","chydaea","Sp_1669"
"72","Mobile epifauna","mantis shrimp","squilla emprisa","squilla","emprisa","Sp_1670"
"72","Mobile epifauna","mantis shrimp","squilla empusa","squilla","empusa","Sp_1671"
"72","Mobile epifauna","mantis shrimp","squilla empusa larvae","squilla","empusa","Sp_1672"
"72","Mobile epifauna","mantis shrimp","squilla mantis","squilla","mantis","Sp_1673"
"72","Mobile epifauna","mantis shrimp","squilla neglecta","squilla","neglecta","Sp_1674"
"72","Mobile epifauna","mantis shrimp","squilla sp","squilla","sp","Sp_1675"
"72","Mobile epifauna","arrow crab","stenorhynchus seticornis","stenorhynchus","seticornis","Sp_1676"
"72","Mobile epifauna","queen conch","strombus gigas","strombus","gigas","Sp_1677"
"72","Mobile epifauna","american lobster","homarus americanus","homarus","americanus","Sp_1678"
"72","Mobile epifauna","lobster","palinura sp","palinura","sp","Sp_1679"
"72","Mobile epifauna","caribbean spiny lobster","panulirus argus","panulirus","argus","Sp_1680"
"72","Mobile epifauna","spiny lobster","panulirus sp","panulirus","sp","Sp_1681"
"72","Mobile epifauna","spanish slipper lobster","scyllarides aequinoctialis","scyllarides","aequinoctialis","Sp_1682"
"72","Mobile epifauna","ridged slipper lobster","scyllarides nodifer","scyllarides","nodifer","Sp_1683"
"72","Mobile epifauna","chace slipper lobster","scyllarus crenatus","scyllarus","crenatus","Sp_1684"
"72","Mobile epifauna","slipper lobster","scyllarus sp","scyllarus","sp","Sp_1685"
"72","Mobile epifauna","shrimp","acetes americanus","acetes","americanus","Sp_1686"
"72","Mobile epifauna","shrimp","acetes chinensis","acetes","chinensis","Sp_1687"
"72","Mobile epifauna","shrimp","acetes sp","acetes","sp","Sp_1688"
"72","Mobile epifauna","bigclaw snapping shrimp","alpheus heterochaelis","alpheus","heterochaelis","Sp_1689"
"72","Mobile epifauna","bigclaw snapping shrimp","alpheus heterochelis","alpheus","heterochelis","Sp_1690"
"72","Mobile epifauna","green snapping shrimp","alpheus normanni","alpheus","normanni","Sp_1691"
"72","Mobile epifauna","pistol shrimp","alpheus sp","alpheus","sp","Sp_1692"
"72","Mobile epifauna","argentine stiletto shrimp","artemesia longinaris","artemesia","longinaris","Sp_1693"
"72","Mobile epifauna","amphipod","batea catharinensis","batea","catharinensis","Sp_1694"
"72","Mobile epifauna","false cerith","batillarium minima","batillarium","minima","Sp_1695"
"72","Mobile epifauna","horn snail","bittium sp","bittium","sp","Sp_1696"
"72","Mobile epifauna","amphipod","brachyscelus crusculum","brachyscelus","crusculum","Sp_1697"
"72","Mobile epifauna","isopod","cirolana sp","cirolana","sp","Sp_1698"
"72","Mobile epifauna","amphipod","corophium sp","corophium","sp","Sp_1699"
"72","Mobile epifauna","sand shrimp","crangon crangon","crangon","crangon","Sp_1700"
"72","Mobile epifauna","sand shrimp","crangon sp","crangon","sp","Sp_1701"
"72","Mobile epifauna","isopod","cyathura sp","cyathura","sp","Sp_1702"
