Sciname,Genus,Species,Common,Subfamily,BodyShapeI,Fresh,Brack,Saltwater,DemersPelag,AnaCat,DepthRangeShallow,DepthRangeDeep,Vulnerability,MaxLength,CommonLength,MaxWeight,SpecCode,Loo,K,to,Winfinity,Wmax,Lmax,tmax,a,b,Lmat,Amat,AspectRatio,Neritic,SupraLittoralZone,Saltmarshes,LittoralZone,TidePools,Intertidal,SubLittoral,Caves,Oceanic,Epipelagic,Mesopelagic,Bathypelagic,Abyssopelagic,Hadopelagic,Estuaries,Mangroves,MarshesSwamps,CaveAnchialine,Stream,Lakes,Cave,Cave2,Parasitism,Solitary,Symbiosis,Symphorism,Commensalism,Mutualism,Epiphytic,Schooling,Shoaling,Benthic,Sessile,Mobile,Demersal,Endofauna,Pelagic,Megabenthos,Macrobenthos,Meiobenthos,SoftBottom,Sand,Coarse,Fine,Level,Sloping,Silt,Mud,Ooze,Detritus,Organic,HardBottom,Rocky,Rubble,Gravel,Macrophyte,BedsBivalve,BedsRock,SeaGrassBeds,BedsOthers,CoralReefs,ReefExclusive,DropOffs,ReefFlats,Lagoons,Burrows,Tunnels,Crevices,Vents,Seamounts,DeepWaterCorals,Vegetation,Leaves,Stems,Roots,Driftwood,OInverterbrates,Verterbrates,Pilings,BoatHulls,Corals,SoftCorals,OnPolyp,BetweenPolyps,HardCorals,OnExoskeleton,InterstitialSpaces,Herbivory2,FeedingType,DietTroph,DietTLu,FoodTroph,benth.crust.,cnidarians,detritus,finfish,molluscs,other.plants,others,plank.crust.,sponges.tunicates,worms,cephalopods,herps,other.benth.invertebrates,other.plank.invertebrates,jellyfish.hydroids,echinoderms,other.plank.Invertebrates,fish.early.stages.,insects,mammals,birds,phytoplankton,benth.Crust.,plank.Crust.,Family,Trophic.Level,h,d,f,QB1,QB2,M.Pauly,M.Ralston,M.Jensen
Cheilopogon cyanopterus,Cheilopogon,cyanopterus,Margined flyingfish,NA,elongated,0,0,-1,pelagic-oceanic,oceanodromous,0,20,20.79,40,25,NA,7695,41.74334406,0.357066985,NA,887.2283789,NA,NA,NA,0.063866667,2.556333333,NA,NA,2.49332,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),selective plankton feeding,NA,NA,3.25,0,0,0,0,0,0,0,96.95499946,0,0,0,0,0,0,0,0,0,3.045000076,0,0,0,0,0,0,Exocoetidae,3.25,0,0,0,8.597956182,8.479776409,0.772010934,0.953638154,0.535600477
Citharichthys arctifrons,Citharichthys,arctifrons,Gulf Stream flounder,NA,fusiform / normal,0,0,-1,demersal,NA,46,366,23.01,18,NA,NA,4209,19.02451843,0.555322717,NA,67.67392179,NA,NA,NA,0.00819375,3.06175,NA,NA,1.17286,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.29,3.21,NA,41.75999998,0,3.574999988,2.38500005,0.227500007,0,0,0,0,50.64750099,0,0,0,0,0,1.379999965,0,0,0,0,0,0,0,0,Paralichthyidae,3.25,0,0.035758939,0.035758939,11.6686974,10.10674223,1.280872818,1.581851092,0.832984075
Ctenogobius boleosoma,Ctenogobius,boleosoma,Darter goby,Gobionellinae,fusiform / normal,-1,-1,-1,reef-associated,amphidromous,NA,NA,16.21,7.5,4,NA,3858,8.037996066,0.901211377,NA,3.554769336,NA,NA,NA,0.00696,2.992,NA,NA,0.42897,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),NA,NA,3.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gobiidae,3.25,NA,NA,NA,NA,NA,2.231418799,2.677868491,1.351817066
Nezumia aequalis,Nezumia,aequalis,Common Atlantic grenadier,Macrourinae,elongated,0,0,-1,benthopelagic,non-migratory,200,2320,43.96,36,25,NA,4997,37.63199922,0.378491844,NA,147.5703869,NA,NA,NA,0.00398,2.9,4.5,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.26,3.28,3.21,38.22500014,0,0,0,0,0,0,5.375,0,49.52499962,0,0,0,0,0,6.884999752,0,0,0,0,0,0,0,0,Macrouridae,3.25,0,0,0,NA,NA,0.82534637,1.021527107,0.567737767
Nezumia atlantica,Nezumia,atlantica,Western Atlantic grenadier,Macrourinae,elongated,0,0,-1,bathydemersal,non-migratory,366,1097,50.11,45,NA,NA,8509,46.87339765,0.334548485,NA,278.9778565,NA,NA,NA,0.00398,2.9,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,38.22500014,0,0,0,0,0,0,5.375,0,49.52499962,0,0,0,0,0,6.884999752,0,0,0,0,0,0,0,0,Macrouridae,3.25,0,0,0,NA,NA,0.716456631,0.882283783,0.501822727
Nezumia cyrano,Nezumia,cyrano,NA,Macrourinae,elongated,0,0,-1,bathypelagic,NA,860,915,41.46,33,NA,NA,28220,34.54375686,0.397151334,NA,115.1210706,NA,NA,NA,0.00398,2.9,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,38.22500014,0,0,0,0,0,0,5.375,0,49.52499962,0,0,0,0,0,6.884999752,0,0,0,0,0,0,0,0,Macrouridae,3.25,0,0,0,NA,NA,0.872160263,1.080653433,0.595727002
Nezumia longebarbata,Nezumia,longebarbata,Bluntnose grenadier,Macrourinae,elongated,0,0,-1,bathypelagic,NA,1440,1710,46.2,40.5,NA,NA,16312,42.25678856,0.354622181,NA,206.5298779,NA,NA,NA,0.00398,2.9,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,38.22500014,0,0,0,0,0,0,5.375,0,49.52499962,0,0,0,0,0,6.884999752,0,0,0,0,0,0,0,0,Macrouridae,3.25,0,0,0,NA,NA,0.765954022,0.945891306,0.531933272
Nezumia suilla,Nezumia,suilla,NA,Macrourinae,elongated,0,0,-1,bathydemersal,NA,860,915,33.24,25.2,NA,NA,28219,26.49221508,0.461027949,NA,53.3244103,NA,NA,NA,0.00398,2.9,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,38.22500014,0,0,0,0,0,0,5.375,0,49.52499962,0,0,0,0,0,6.884999752,0,0,0,0,0,0,0,0,Macrouridae,3.25,0,0,0,NA,NA,1.034791149,1.283059262,0.691541923
Chromis multilineata,Chromis,multilineata,Brown chromis,Pomacentrinae,fusiform / normal,0,0,-1,reef-associated,non-migratory,0,60,30.38,20,12,NA,1121,21.10297181,0.523888192,NA,255.3814143,NA,NA,NA,0.024225,3.037675,NA,NA,1.56268,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),selective plankton feeding,3.01,3.02,3.73,1.499999955,0,1.200000048,0,0,0,0,90.70000297,3.200000048,0,0,0,0,0,1.799999952,0,1.600000024,0,0,0,0,0,0,0,Pomacentridae,3.253333333,0,0.012,0.012,9.381250214,8.699100264,1.198100404,1.482244513,0.785832288
Atherinomorus stipes,Atherinomorus,stipes,Hardhead silverside,Atherinomorinae,elongated,-1,-1,-1,reef-associated,NA,NA,NA,26.76,10,7.5,NA,3234,10.66841742,0.768648039,NA,9.674461902,NA,NA,NA,0.0071,3.0487,NA,NA,2.56911,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.31,3.28,3.18,0,0,0,20,0,0,0,75.59999847,0,0,0,0,0,0,0,0,2.200000048,2.200000048,0,0,0,0,0,0,Atherinidae,3.256666667,0,0,0,21.92891545,21.43402191,1.859357836,2.25781504,1.152972058
Nannobrachium cuprarium,Nannobrachium,cuprarium,NA,Lampanyctinae,NA,0,0,-1,bathypelagic,oceanodromous,40,1000,31.07,7.9,NA,NA,16682,8.45969724,0.875681781,NA,4.166518289,NA,NA,NA,0.018575,2.535,NA,NA,0.891569333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),variable,NA,NA,3.25999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Myctophidae,3.25999999,NA,NA,NA,NA,NA,2.15910169,2.596972861,1.313522672
Eucinostomus harengulus,Eucinostomus,harengulus,Tidewater mojarra,NA,fusiform / normal,0,-1,-1,demersal,NA,NA,NA,17.6,15,NA,NA,55039,15.89979072,0.614239515,NA,122.3048358,NA,NA,NA,0.032807208,2.972781667,NA,NA,2.2475575,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),NA,NA,3.26,43.02000043,0.008333333,9.939999898,2.740833309,1.93083328,5.926666598,8.600000026,0.731666654,0.568333348,18.13249983,0,0,4.605833388,3.064999978,0,0.135000005,0,0,0.52500001,0,0,0.066666669,0,0,Gerreidae,3.26,0.05993533,0.099403312,0.159338643,14.48791137,14.65571591,1.437842525,1.768540752,0.921359273
Haemulon macrostomum,Haemulon,macrostomum,Spanish grunt,Haemulinae,short and / or deep,0,0,-1,reef-associated,NA,5,25,36.62,43,25,850,1136,44.82252387,0.343066885,NA,2239.751323,NA,NA,NA,0.021,3.0445,NA,NA,2.15596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),NA,NA,3.26,39.26849971,0.113333337,12.847167,1.417666679,6.716999964,0,0,3.284999967,0.072499998,19.84983298,0.164999998,0,7.635000005,1.838499991,0,6.407666683,0.38166666,0,0,0,0,0,0,0,Haemulidae,3.26,0,0.128473169,0.128473169,7.507323593,7.673190215,0.737409516,0.909276037,0.514600327
Plectrypops retrospinis,Plectrypops,retrospinis,Cardinal soldierfish,Myripristinae,short and / or deep,0,0,-1,reef-associated,NA,NA,22,11.53,15,NA,NA,3253,15.89979072,0.614239515,NA,99.2207364,NA,NA,NA,0.028358,2.949852,NA,NA,1.37943,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.28,3.23,3.27,50,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Holocentridae,3.26,0,0,0,10.86512395,9.72375431,1.437842525,1.768540752,0.921359273
Syacium gunteri,Syacium,gunteri,Shoal flounder,NA,short and / or deep,0,-1,-1,reef-associated,NA,27,95,20.19,20,15,NA,4231,21.10297181,0.523888192,NA,80.40349318,NA,NA,NA,0.00371,3.274,9.6,NA,1.52055,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),NA,NA,3.26,91.30000305,0,0,8.699999809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Paralichthyidae,3.26,0,0,0,11.65140936,10.66778582,1.198100404,1.482244513,0.785832288
Anchoa hepsetus,Anchoa,hepsetus,Broad-striped anchovy,Engraulinae,elongated,0,-1,-1,pelagic-neritic,NA,1,70,16.49,15.3,11,NA,1133,16.21268098,0.607548992,NA,71.467371,NA,NA,NA,0.006203333,3.357,NA,NA,2.88003,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),selective plankton feeding,3.34,3.22,3.25,17.51333386,0,3.700000127,0.100000004,3.673333248,0,0,35.48999951,0.679999987,1.966666698,0,0,0,0,0,0,34.66000001,2.210000038,0,0,0,0,0,0,Engraulidae,3.27,0,0.037002468,0.037002468,16.00959604,15.91012184,1.419901888,1.747340492,0.911323489
Syacium micrurum,Syacium,micrurum,Channel flounder,NA,fusiform / normal,0,0,-1,benthopelagic,NA,NA,412,35.08,40,20,500,4232,41.74334406,0.357066985,NA,955.0230827,NA,NA,NA,0.006645,3.1825,NA,NA,1.48458,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),NA,NA,3.27,91.30000305,0,0,8.699999809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Paralichthyidae,3.27,0,0,0,6.984675031,6.394862674,0.772010934,0.953638154,0.535600477
Eucinostomus jonesii,Eucinostomus,jonesii,Slender mojarra,NA,fusiform / normal,0,0,-1,demersal,NA,NA,NA,15.77,20,NA,NA,3567,21.10297181,0.523888192,NA,297.8557094,NA,NA,NA,0.09215,2.65,NA,NA,2.2475575,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,43.02000043,0.008333333,9.939999898,2.740833309,1.93083328,5.926666598,8.600000026,0.731666654,0.568333348,18.13249983,0,0,4.605833388,3.064999978,0,0.135000005,0,0,0.52500001,0,0,0.066666669,0,0,Gerreidae,3.277333333,0.05993533,0.099403312,0.159338643,12.08222923,12.24612719,1.198100404,1.482244513,0.785832288
Opistognathus aurifrons,Opistognathus,aurifrons,Yellowhead jawfish,NA,elongated,0,0,-1,reef-associated,NA,3,40,10,10,NA,NA,3684,10.66841742,0.768648039,NA,11.03999002,NA,NA,NA,0.00931,2.99,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),selective plankton feeding,3.04,3.08,3.73,0,0,1.899999976,0,0,0,0,94.99999964,0,0.300000012,0,0,0,0,1.299999952,0,0,1.5,0,0,0,0,0,0,Opistognathidae,3.283333333,0,0.019,0.019,NA,NA,1.859357836,2.25781504,1.152972058
Syngnathus louisianae,Syngnathus,louisianae,Chain pipefish,Syngnathinae,eel-like,0,0,-1,reef-associated,NA,NA,10,26.41,38,NA,NA,3304,39.68853218,0.367341481,NA,354.0904305,NA,36,NA,0.0198,2.66,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,64.9400008,0.106666664,0,1.16500001,0.125833338,0,0,30.99916656,0,0.229166672,0,0,0.017499999,0,0,0,2.24333334,0,0.169999997,0,0,0,0,0,Syngnathidae,3.286111111,0,0,0,NA,NA,0.797531646,0.98619495,0.551012221
Syngnathus pelagicus,Syngnathus,pelagicus,Sargassum pipefish,Syngnathinae,eel-like,0,0,-1,pelagic-neritic,NA,NA,NA,16.71,18.1,NA,NA,3305,19.12852512,0.55362377,NA,50.80868346,NA,NA,NA,0.0198,2.66,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,64.9400008,0.106666664,0,1.16500001,0.125833338,0,0,30.99916656,0,0.229166672,0,0,0.017499999,0,0,0,2.24333334,0,0.169999997,0,0,0,0,0,Syngnathidae,3.286111111,0,0,0,NA,NA,1.276381283,1.57646764,0.830435655
Lutjanus vivanus,Lutjanus,vivanus,Silk snapper,Lutjaninae,fusiform / normal,0,0,-1,reef-associated,NA,90,242,67.69,83,45,8320,185,74.3,0.095,-2.36,8018.5,NA,NA,NA,0.040945833,2.904225,45.9,5,0.594011,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.09,3.1,3.67,35.38999963,0,42.15000153,21.93000031,0,0,0,0,0,0,0,0,0,0.540000021,0,0,0,0,0,0,0,0,0,0,Lutjanidae,3.286666667,0,0.421457863,0.421457863,5.616387156,4.414363014,0.277967776,0.1232265,0.1425
Mulloidichthys martinicus,Mulloidichthys,martinicus,Yellow goatfish,NA,fusiform / normal,0,0,-1,reef-associated,NA,0,49,33.35,39.4,28,NA,1092,41.12707583,0.360064149,NA,2030.909327,NA,21.77333333,NA,0.021887143,3.077514286,17.66666667,NA,2.25711,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.21,3.15,3.5,30.90666612,0,0,0,7.480000178,0,0,9.406666438,0,39.25999975,0,0,0,4.899999936,0,3.146666527,4.899999936,0,0,0,0,0,0,0,Mullidae,3.286666667,0,0,0,6.940969806,6.815834516,0.779444589,0.96313527,0.540096224
Myliobatis freminvillei,Myliobatis,freminvillei,Bullnose eagle ray,Myliobatinae,other,0,-1,-1,benthopelagic,NA,0,100,59.79,100,70,NA,1251,102.8489826,0.215111349,NA,13898.24182,NA,NA,NA,0.00829,3.093333333,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.41,3.18,3.27,6.400000006,0,2.700000048,0,84.89999831,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Myliobatidae,3.286666667,0,0.027000001,0.027000001,NA,NA,0.431824569,0.503823331,0.322667023
Argyropelecus gigas,Argyropelecus,gigas,Hatchetfish,Sternoptychinae,short and / or deep,0,0,-1,bathypelagic,NA,300,1000,31.27,12,NA,NA,2082,12.76504248,0.69492064,NA,44.53123446,NA,NA,NA,0.0101,3.295,NA,NA,2.97624,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,73.17999969,0,0,4.90500021,10.48499966,0,0,7.539999772,0.879999995,0.414999992,0,0,0,0,0,0,2.585000038,0,0,0,0,0,0,0,Sternoptychidae,3.287222222,0,0,0,17.35997951,16.99189648,1.656371173,2.024195032,1.04238096
Symphurus diomedeanus,Symphurus,diomedeanus,Spottedfin tonguefish,Symphurinae,short and / or deep,0,0,-1,reef-associated,NA,6,263,26.82,22,18,NA,1018,23.1781175,0.49698788,NA,134.2061287,NA,NA,NA,0.006928,3.1406,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),NA,NA,3.29,26,0,0,0,2,19,0,0,0,49,0,0,0,0,0,0,4,0,0,0,0,0,0,0,Cynoglossidae,3.29,0.19,0,0.19,NA,NA,1.127841185,1.397005494,0.745481819
Syngnathus scovelli,Syngnathus,scovelli,Gulf pipefish,Syngnathinae,eel-like,-1,-1,-1,demersal,NA,0,6,17.11,18.3,7.5,NA,3306,19.33651113,0.550269221,NA,52.29148587,NA,9.8,NA,0.0198,2.66,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),NA,3.24,3.34,81.8200011,0.319999993,0,0,0.300000012,0,0,10.81000042,0,0,0,0,0,0,0,0,6.730000019,0,0,0,0,0,0,0,Syngnathidae,3.29,0,0,0,NA,NA,1.267518735,1.56583808,0.825403831
Haemulon album,Haemulon,album,White margate,Haemulinae,fusiform / normal,0,0,-1,reef-associated,NA,20,60,44.85,79,50,7140,1126,73,0.189,-0.3,7180,NA,NA,NA,0.015025,3.058,32,3.5,2.73664,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.32,3.16,3.4,17.19999981,0,0,0,8.899999619,0,0,0,0.200000003,42.89999962,0,0,5.700000003,0,0,25.10000038,0,0,0,0,0,0,0,0,Haemulidae,3.293333333,0,0,0,5.879503152,5.834218908,0.43683063,0.4210843,0.2835
