EwE_num,EwE_name,Common,Sciname
63,Anchovy-silverside-killifish,anchovy family,engraulidae
63,Anchovy-silverside-killifish,atlantic silverside,menidia menidia
63,Anchovy-silverside-killifish,bay anchovy,anchoa mitchilli
63,Anchovy-silverside-killifish,bay anchovy,anchoa mitchelli
63,Anchovy-silverside-killifish,dusky anchovy,anchoa lyolepis
63,Anchovy-silverside-killifish,goldspotted killifish,floridichthys carpio
63,Anchovy-silverside-killifish,gulf killifish,fundulus grandis
63,Anchovy-silverside-killifish,hardhead silverside,atherinomorus stipes
63,Anchovy-silverside-killifish,inland silverside,menidia beryllina
63,Anchovy-silverside-killifish,key anchovy,anchoa cayorum
63,Anchovy-silverside-killifish,killifish family,cyprinodontidae
63,Anchovy-silverside-killifish,killifishes,na
63,Anchovy-silverside-killifish,rough silverside,membras martinica
63,Anchovy-silverside-killifish,sailfin molly,poecilia latipinna
63,Anchovy-silverside-killifish,sheepshead minnow,cyprinodon variegatus
63,Anchovy-silverside-killifish,silverside family,atherinidae
63,Anchovy-silverside-killifish,silverside genus,menidia spp.
63,Anchovy-silverside-killifish,silverside genus,menidia
63,Anchovy-silverside-killifish,striped anchovy,anchoa hepsetus
63,Anchovy-silverside-killifish,striped killifish,fundulus majalis
63,Anchovy-silverside-killifish,diamond killifish,adinia xenica
63,Anchovy-silverside-killifish,glassfish,ambassidae
63,Anchovy-silverside-killifish,anchovy,anchoa
63,Anchovy-silverside-killifish,longfinger anchovy,anchoa filifera
63,Anchovy-silverside-killifish,anchovy,anchoa guineensis
63,Anchovy-silverside-killifish,broad-striped anchovy,anchoa hepsetus
63,Anchovy-silverside-killifish,marini's anchovy,anchoa marini
63,Anchovy-silverside-killifish,anchovy,anchoa sp
63,Anchovy-silverside-killifish,broadband anchovy,anchoviella lepidentostole
63,Anchovy-silverside-killifish,anchovy,anchoviella mitchilli
63,Anchovy-silverside-killifish,anchovy,anchoviella sp
63,Anchovy-silverside-killifish,cape silverside,atherina breviceps
63,Anchovy-silverside-killifish,sand smelt,atherina presbyter
63,Anchovy-silverside-killifish,silverside,atherina sp
63,Anchovy-silverside-killifish,silverside,atherinidae
63,Anchovy-silverside-killifish,topsmelt silverside,atherinops affinis
63,Anchovy-silverside-killifish,neotropical silverside,atherinopsidae
63,Anchovy-silverside-killifish,chubsucker,catostomidae
63,Anchovy-silverside-killifish,characin,characidae
63,Anchovy-silverside-killifish,cichlid,cichlidae
63,Anchovy-silverside-killifish,minnow,cyprinidae
63,Anchovy-silverside-killifish,sheepshead minnow,cyprinodon variegatus variegatus
63,Anchovy-silverside-killifish,killifish,cyprinodontidae
63,Anchovy-silverside-killifish,minnow,cyprinodontidae
63,Anchovy-silverside-killifish,fat sleeper,dormitator maculatus
63,Anchovy-silverside-killifish,shorthead anchovy,encrasicholina heteroloba
63,Anchovy-silverside-killifish,anchovy,engraulidae
63,Anchovy-silverside-killifish,argentine anchovy,engraulis anchoita
63,Anchovy-silverside-killifish,australian anchovy,engraulis australis
63,Anchovy-silverside-killifish,south african anchovy,engraulis capensis
63,Anchovy-silverside-killifish,anchovy,engraulis devisi
63,Anchovy-silverside-killifish,european anchovy,engraulis encrasicolus
63,Anchovy-silverside-killifish,japanese anchovy,engraulis japonica
63,Anchovy-silverside-killifish,california anchovy,engraulis mordax
63,Anchovy-silverside-killifish,anchovy,engraulis sp
63,Anchovy-silverside-killifish,killifish,floridichthys sp
63,Anchovy-silverside-killifish,killifish,fundulidae
63,Anchovy-silverside-killifish,marsh killifish,fundulus confluentus
63,Anchovy-silverside-killifish,mummichog,fundulus heteroclitus
63,Anchovy-silverside-killifish,longnose killifish,fundulus similis
63,Anchovy-silverside-killifish,killifish,fundulus sp
63,Anchovy-silverside-killifish,western mosquitofish,gambusia affinis
63,Anchovy-silverside-killifish,eastern mosquitofish,gambusia holbrooki
63,Anchovy-silverside-killifish,mosquitofish,gambusia sp
63,Anchovy-silverside-killifish,yucatan flagfish,garmanella pulchra
63,Anchovy-silverside-killifish,stickleback,gasterosteidae
63,Anchovy-silverside-killifish,pearl cichlid,geophagus brasiliensis
63,Anchovy-silverside-killifish,jewel fish,hemichromis letourneuxi
63,Anchovy-silverside-killifish,least killifish,heterandria formosa
63,Anchovy-silverside-killifish,reef silverside,hypoatherina harringtonensis
63,Anchovy-silverside-killifish,rainwater killifish,lucania parva
63,Anchovy-silverside-killifish,atlantic sabertooth anchovy,lycengraulis grossidens
63,Anchovy-silverside-killifish,silverside,menidia
63,Anchovy-silverside-killifish,tidewater silverside,menidia peninsulae
63,Anchovy-silverside-killifish,silverside,menidia sp
63,Anchovy-silverside-killifish,silversides,menidia sp.
63,Anchovy-silverside-killifish,emerald shiner,notropis atherinoides
63,Anchovy-silverside-killifish,livebearer,poecilia spp
63,Anchovy-silverside-killifish,spotsided livebearer,poecilia vivipara
63,Anchovy-silverside-killifish,black crappie,pomoxis nigromaculatus
63,Anchovy-silverside-killifish,crappies,pomoxis sp
63,Anchovy-silverside-killifish,anchovy,stolephorus sp
63,Anchovy-silverside-killifish,thryssa,thryssa sp
63,Anchovy-silverside-killifish,orangemouth anchovy,thryssa vitrirostris
63,Anchovy-silverside-killifish,brazilian silverside,xenomelaniris brasiliensis
64,Mullet,fantail mullet,mugil trichodon
64,Mullet,fantail mullet,mugil gyrans
64,Mullet,"mullet, striped (liza)",mugil cephalus
64,Mullet,"mullet, white",mugil curema
64,Mullet,mullets,mugilidae
64,Mullet,striped mullet,mugil cephalus
64,Mullet,white mullet,mugil curema
64,Mullet,milkfish,chanos chanos
64,Mullet,grey mullet,crenimugil labrosus
64,Mullet,south african mullet,liza richardsonii
64,Mullet,moonyfish,monodactylidae
64,Mullet,moony,monodactylus sp
64,Mullet,flathead grey mullet,mugil cephalus
64,Mullet,gray mullet,mugil cephalus
64,Mullet,mullet,mugil gyrans
64,Mullet,mullet,mugil sp
64,Mullet,mullet,mugilidae
64,Mullet,striped red mullet,mullus surmuletus
64,Mullet,bluetail mullet,valamugil buchanani
65,Butterfish,butterfish,peprilus triacanthus
65,Butterfish,butterfish family,stromateidae
65,Butterfish,gulf butterfish,peprilus burti
65,Butterfish,harvestfish,peprilus alepidotus
65,Butterfish,american harvestfish,peprilus alepidotus
65,Butterfish,pacific harvestfish,peprilus medius
65,Butterfish,american harvestfish,peprilus paru
65,Butterfish,pacific butterfish,peprilus simillimus
65,Butterfish,butterfish,peprilus sp
65,Butterfish,atlantic butterfish,peprilus triacanthus
65,Butterfish,butterfish,poronotus sp
65,Butterfish,butterfish,stromateidae
66,Cephalopod,octopus,octopodidae
66,Cephalopod,"squid,atlantic brief",na
66,Cephalopod,squids,loliginidae
66,Cephalopod,squid,abraliopsis sp
66,Cephalopod,european common squid,alloteuthis subulata
66,Cephalopod,sharpear enope squid,ancistrocheirus lesueurii
66,Cephalopod,greater argonaut,argonauta argo
66,Cephalopod,argonaut,argonauta sp
66,Cephalopod,argonaut,argonautidae
66,Cephalopod,cephalopod,cephalopoda
66,Cephalopod,squid,chirotheuthis sp
66,Cephalopod,comb-finned squid,chtenopteryx sicula
66,Cephalopod,coleoid,coleoidea
66,Cephalopod,glass squid,cranchiidae
66,Cephalopod,cephalopod,decapodiformes
66,Cephalopod,longfin squid,doryteuthis sp
66,Cephalopod,jumbo squid,dosidicus gigas
66,Cephalopod,curled octopus,eledone cirrhosa
66,Cephalopod,squid,enoploteuthidae
66,Cephalopod,squid,enoploteuthis sp
66,Cephalopod,gonate squid,gonatopsis borealis
66,Cephalopod,slender squid,gonatus californiensis
66,Cephalopod,gonate squid,gonatus sp
66,Cephalopod,gonate squid,gonatus spp.
66,Cephalopod,oceanic squid,gonatus steenstrupi
66,Cephalopod,octopus,hailphron atlanticus
66,Cephalopod,seven-arm octopus,haliphron atlanticus
66,Cephalopod,old bobtail squid,heteroteuthis dispar
66,Cephalopod,cock-eyed squid,histioteuthidae
66,Cephalopod,flowervase jewell squid,histioteuthis dofleini
66,Cephalopod,cock-eyed squid,histioteuthis sp
66,Cephalopod,cock-eyed squid,histiotheuthis heteropsis
66,Cephalopod,glassy flying squid,hyaloteuthis pelagica
66,Cephalopod,southern shortfin squid,illex coindetii
66,Cephalopod,boreal squid,illex illecebrosus
66,Cephalopod,shortfin squid,illex sp
66,Cephalopod,octopus,japetella diaphana
66,Cephalopod,octopus,japetella heati
66,Cephalopod,octopus,japetella sp
66,Cephalopod,reinhardt's cranch-squid,liocranchia reinharti
66,Cephalopod,pencil squid,loliginidae
66,Cephalopod,market squid,loligo opalescens
66,Cephalopod,longfin inshore squid,loligo pealeii
66,Cephalopod,slender inshore squid,loligo plei
66,Cephalopod,inshore squid,loligo sanpaulensis
66,Cephalopod,pencil squid,loligo sp
66,Cephalopod,european squid,loligo vulgaris
66,Cephalopod,atlantic brief squid,lolliguncula brevis
66,Cephalopod,whip-lash squid,mastigoteuthis dentata
66,Cephalopod,whip-lash squid,mastigoteuthis sp
66,Cephalopod,octopod,octopoda
66,Cephalopod,octopod,octopodidae
66,Cephalopod,rüppell's octopus squid,octopoteuthis sicula
66,Cephalopod,squid,octopoteuthis sp
66,Cephalopod,baird's octopus,octopus bairdi
66,Cephalopod,octopus,octopus sp
66,Cephalopod,common octopus,octopus vulgaris
66,Cephalopod,squid,octoteuthis sp
66,Cephalopod,arrow squid,ommastrephes sp
66,Cephalopod,arrow squid,ommastrephidae
66,Cephalopod,hooked squid,onychoteuthidae
66,Cephalopod,common clubhook squid,onychoteuthis banksii
66,Cephalopod,hooked squid,onychoteuthis sp
66,Cephalopod,clubhook squid,onykia robusta
66,Cephalopod,clubhook squid,onykia sp
66,Cephalopod,flapjack octopus,opisthoteuthis sp
66,Cephalopod,atlantic bird squid,ornithoteuthis antillarum
66,Cephalopod,squid,pholidoteuthis boschmaii
66,Cephalopod,ovalbone cuttlefish,sepia elliptica
66,Cephalopod,common cuttlefish,sepia officinalis
66,Cephalopod,cuttlefish,sepia sp
66,Cephalopod,bobtail squid,sepietta sp
66,Cephalopod,cuttlefish,sepiida
66,Cephalopod,reef squid,sepioidea
66,Cephalopod,atlantic bobtail,sepiola atlantica
66,Cephalopod,reef squid,sepioteuthis
66,Cephalopod,purpleback squid,sthenoteuthis oualaniensis
66,Cephalopod,orangeback squid,sthenoteuthis pteropus
66,Cephalopod,squid,teuthoidea
66,Cephalopod,diamondback squid,thysanoteuthis rombus
66,Cephalopod,european flying squid,todarodes sagittatus
66,Cephalopod,lesser flying squid,todaropsis eblanae
66,Cephalopod,common blanket octopus,tremoctopus violaceus
66,Cephalopod,vampire squid,vampyroteuthis infernalis
67,Pink shrimp,"shrimp, pink",penaeus duorarum
67,Pink shrimp,pink shrimp,farfantepenaeus duorarum
67,Pink shrimp,pink shrimp,farfantepenaeus sp
67,Pink shrimp,pink shrimp,penaeus duorarum
68,Brown shrimp,"shrimp, brown",penaeus aztecus
68,Brown shrimp,brown shrimp,farfantepenaeus aztecus
68,Brown shrimp,northern brown shrimp,penaeus aztecus
69,White shrimp,"shrimp, white",penaeus setiferus
69,White shrimp,white shrimp,litopenaeus setiferus
69,White shrimp,northern white shrimp,penaeus setiferus
70,Crab,"crab, blue",callinectes sapidus
70,Crab,"crab, blue, peeler",callinectes sapidus
70,Crab,"crab, blue, soft",callinectes sapidus
70,Crab,"crab, blue, soft and peeler",callinectes sapidus
70,Crab,crabs,decapoda
70,Crab,blue crab,callinectes danae
70,Crab,rugose swimming crab,callinectes exasperatus
70,Crab,ornate blue crab,callinectes ornatus
70,Crab,blue crab,callinectes sapidus
70,Crab,lesser blue crab,callinectes similis
70,Crab,blue crab,callinectes sp
71,Sessile epifauna,corals,anthozoa
71,Sessile epifauna,"oyster, eastern",crassostrea virginica
71,Sessile epifauna,sea squirts,urochordata
71,Sessile epifauna,"sponge, glove",spongia cheiris
71,Sessile epifauna,"sponge, grass",spongia graminea
71,Sessile epifauna,"sponge, sheepswool",hippospongia lachne
71,Sessile epifauna,"sponge, wire",spongia sterea
71,Sessile epifauna,"sponge, yellow",spongia barbara
71,Sessile epifauna,sponges,porifera
71,Sessile epifauna,sea anemone,actiniaria
71,Sessile epifauna,gorgonian,alcyonacea
71,Sessile epifauna,red dead man's fingers,alcyonium palmatum
71,Sessile epifauna,anthozoa,anthozoa
71,Sessile epifauna,coral,anthozoa
71,Sessile epifauna,hard coral,anthozoa
71,Sessile epifauna,black coral,antipatharia
71,Sessile epifauna,sea squirt,ascidiacea
71,Sessile epifauna,scorched mussel,brachidontes exustus
71,Sessile epifauna,bryozoa,bryozoa
71,Sessile epifauna,slipper snail,calyptraeidae
71,Sessile epifauna,sea squirt,ciona intestinalis
71,Sessile epifauna,barnacle,cirripedia
71,Sessile epifauna,american cupped oyster,crassostrea virginica
71,Sessile epifauna,tunicate,doliolidae
71,Sessile epifauna,ribbed mussel,geukensia demissa
71,Sessile epifauna,hydroid,hydroida
71,Sessile epifauna,pelagic gooseneck barnacle,lepas anatifera
71,Sessile epifauna,maxillopod,maxillopoda
71,Sessile epifauna,mussel,mytilidae
71,Sessile epifauna,blue mussel,mytilus edulis
71,Sessile epifauna,oyster,ostreidae
71,Sessile epifauna,limpet,patellogastropoda
71,Sessile epifauna,sea pen,pennatulacea
71,Sessile epifauna,pen shell,pinnidae
71,Sessile epifauna,chiton,polyplacophora
71,Sessile epifauna,sponge,porifera
71,Sessile epifauna,protochordate,protochordata
71,Sessile epifauna,tunicate,pyrosoma sp
71,Sessile epifauna,tunicate,pyrosomidae
71,Sessile epifauna,tunicate,thaliacea
71,Sessile epifauna,tunicate,tunicate
71,Sessile epifauna,urochordate,urochordata
71,Sessile epifauna,zoantharia,zoantharia
72,Mobile epifauna,"crab, deepsea golden",geryon fenneri
72,Mobile epifauna,"crab, florida stone claws",menippe mercenaria
72,Mobile epifauna,"crab, horseshoe",limulus polyphemus
72,Mobile epifauna,crabs ,na
72,Mobile epifauna,echinoderm,echinodermata
72,Mobile epifauna,"lobster, caribbean spiny",panulirus argus
72,Mobile epifauna,"lobster, slipper",scyllaridae
72,Mobile epifauna,"mantis shrimp,sea scorpion",na
72,Mobile epifauna,mantis shrimps,stomatopoda
72,Mobile epifauna,"scallop, bay",argopecten irradians
72,Mobile epifauna,"scallop, calico",argopecten gibbus
72,Mobile epifauna,scallops,pectinidae
72,Mobile epifauna,sea cucumber,holothuroidea
72,Mobile epifauna,sea urchins,strongylocentrotus
72,Mobile epifauna,shellfish,crustacea
72,Mobile epifauna,"shellfish,unclassified,marine,ornamental",na
72,Mobile epifauna,"shrimp, marine, other","decapoda, dendrobranchiata"
72,Mobile epifauna,"shrimp, pinkspot",penaeus brasiliensis
72,Mobile epifauna,"shrimp, rock",sicyonia
72,Mobile epifauna,"shrimp, royal red",pleoticus robustus
72,Mobile epifauna,"shrimp, seabob",xiphopenaeus kroyeri
72,Mobile epifauna,"shrimp,atlantic & gulf,roughneck",na
72,Mobile epifauna,snails (conchs),strombus
72,Mobile epifauna,starfish,asteriidae
72,Mobile epifauna,"whelk, lightning",busycon sinistrum
72,Mobile epifauna,anomura,anomura
72,Mobile epifauna,sea hare,aplysiidae
72,Mobile epifauna,speckled swimming crab,arenaeus cribrarius
72,Mobile epifauna,squareback crab,armases sp
72,Mobile epifauna,sea star,asteroidea
72,Mobile epifauna,horse crab,atelecyclidae
72,Mobile epifauna,horse crab,atelecyclus sp
72,Mobile epifauna,sea snail,atlantidae
72,Mobile epifauna,swimming crab,bathynectes sp
72,Mobile epifauna,whelk,buccinidae
72,Mobile epifauna,channeled whelk,busycon canaliculatum
72,Mobile epifauna,flame box crab,calappa flammea
72,Mobile epifauna,box crab,calappa ocellata
72,Mobile epifauna,box crab,calappa sp
72,Mobile epifauna,yellow box crab,calappa sulcata
72,Mobile epifauna,box crab,calappidae
72,Mobile epifauna,atlantic rock crab,cancer irroratus
72,Mobile epifauna,pygmy rock crab,cancer oregonensis
72,Mobile epifauna,rock crab,cancer sp
72,Mobile epifauna,cancer crab,cancridae
72,Mobile epifauna,green crab,carcinus maenas
72,Mobile epifauna,swimming crab,charybdis hoplites
72,Mobile epifauna,swimming crab,charybdis smithii
72,Mobile epifauna,top shell,cittarium pica
72,Mobile epifauna,thinstripe hermit crab,clibanarius vittatus
72,Mobile epifauna,crab,corystoides abbreviatus
72,Mobile epifauna,gastropod,cyclichnidae
72,Mobile epifauna,crab,cyrtograpsus affinis
72,Mobile epifauna,hermit crab,dardanus pectinatus
72,Mobile epifauna,hermit crab,diogenidae
72,Mobile epifauna,hermit crab,diogeninae
72,Mobile epifauna,sponge crab,dromiidae
72,Mobile epifauna,sea urchin,echinoida
72,Mobile epifauna,reef lobster,enoplometopidae
72,Mobile epifauna,vase crab,epialtidae
72,Mobile epifauna,olivepit porcelain crab,euceramus sp
72,Mobile epifauna,portunid crab,euphylax dovii
72,Mobile epifauna,squat lobster,galathea dispersa
72,Mobile epifauna,squat lobster,galatheidae
72,Mobile epifauna,snail,gastropod
72,Mobile epifauna,gastropod,gastropoda
72,Mobile epifauna,giant red mysid,gnathophausia ingens
72,Mobile epifauna,crab,goneplacidae
72,Mobile epifauna,mantis shrimp,gonodactylidae
72,Mobile epifauna,mantis shrimp,gonodactylus bredini
72,Mobile epifauna,marsh crab,grapsidae
72,Mobile epifauna,dolly varden crab,hepatus epheliticus
72,Mobile epifauna,sea cucumber,holothuria
72,Mobile epifauna,slender sea star,leptasterias tenera
72,Mobile epifauna,spider crab,leucippa pentagona
72,Mobile epifauna,purse crab,leucosiidae
72,Mobile epifauna,thinstripe hermit crab,libinarius vittatus
72,Mobile epifauna,longnose spider crab,libinia dubia
72,Mobile epifauna,common spider crab,libinia emarginata
72,Mobile epifauna,spider crab,libinia sp
72,Mobile epifauna,spider crab,libinia spinosa
72,Mobile epifauna,horseshoe crab,limulidae
72,Mobile epifauna,atlantic horseshoe crab,limulus polyphemus
72,Mobile epifauna,horseshoe crab,limulus sp
72,Mobile epifauna,snail,littorinimorpha
72,Mobile epifauna,hermit crab,loxopagurus loxochelis
72,Mobile epifauna,mantis shrimp,lysiosquilla glabriuscula
72,Mobile epifauna,mantis shrimp,lysiosquilla scabricauda
72,Mobile epifauna,mantis shrimp,lysiosquilla sp
72,Mobile epifauna,mantis shrimp,lysiosquillidae
72,Mobile epifauna,crab,macropipus sp
72,Mobile epifauna,spider crab,majidae
72,Mobile epifauna,gulf stone crab,menippe adina
72,Mobile epifauna,florida stone crab,menippe mercenaria
72,Mobile epifauna,urugavian lobster,metanephrops rubellus
72,Mobile epifauna,ruby red mithrax crab,mithrax sculptus
72,Mobile epifauna,clinging crab,mithrax sp
72,Mobile epifauna,west indian spider crab,mithrax spinosissimus
72,Mobile epifauna,squat lobster,munida sp
72,Mobile epifauna,frog snail,muricidae
72,Mobile epifauna,mantis shrimp,nannosquillidae
72,Mobile epifauna,moon snail,naticidae
72,Mobile epifauna,nebalia,nebalia sp
72,Mobile epifauna,rough rock crab,nectocarcinus integrifrons
72,Mobile epifauna,mantis shrimp,neogonodactylus sp
72,Mobile epifauna,shark eye,neverita duplicata
72,Mobile epifauna,nudibranch,nudibranch
72,Mobile epifauna,mantis shrimp,odontodactylidae
72,Mobile epifauna,brittle star,ophiuroidea
72,Mobile epifauna,florida lady crab,ovalipes floridanus
72,Mobile epifauna,lady crab,ovalipes ocellatus
72,Mobile epifauna,squeaking crab,ovalipes quadulpensis
72,Mobile epifauna,lady crab,ovalipes sp
72,Mobile epifauna,crab,ovalipes trimaculatus
72,Mobile epifauna,sea snail,oxygirus keraudrenii
72,Mobile epifauna,hermit crab,paguridae
72,Mobile epifauna,shrimp/hermit crabs,paguridae/shrimp
72,Mobile epifauna,hermit crab,paguroidea
72,Mobile epifauna,palmate hermit crab,pagurus impressus
72,Mobile epifauna,long-claw hermit crab,pagurus longicarpus
72,Mobile epifauna,flat-clawed hermit crab,pagurus pollicaris
72,Mobile epifauna,hermit crab,pagurus sp
72,Mobile epifauna,stilt crab,palicidae
72,Mobile epifauna,mantis shrimp,parasquilla coccinea
72,Mobile epifauna,elbow crab,parthenopidae
72,Mobile epifauna,purse crab,persephona punctata
72,Mobile epifauna,porcelain crab,petrolisthes galathinus
72,Mobile epifauna,beaded hairy crab,pilumnus pannosus
72,Mobile epifauna,spineback hairy crab,pilumnus sayi
72,Mobile epifauna,massive urn crab,pitho aculeata
72,Mobile epifauna,oval urn crab,pitho anisodon
72,Mobile epifauna,pelagic red crab,pleuroncodes planipes
72,Mobile epifauna,red crab,pleuroncodes sp
72,Mobile epifauna,long-eyed swimming crab,podophthalmus vigil
72,Mobile epifauna,sea snail,polinices duplicata
72,Mobile epifauna,porcelain crab,porcellanidae
72,Mobile epifauna,swimming crab,portunidae
72,Mobile epifauna,flatface swimming crab,portunus depressifrons
72,Mobile epifauna,harbor crab,portunus depurator
72,Mobile epifauna,portunid crab,portunus floridanus
72,Mobile epifauna,iridescent swimming crab,portunus gibbesii
72,Mobile epifauna,redhair swimming crab,portunus ordwayi
72,Mobile epifauna,three-spot swimming crab,portunus sanguinolentus 
72,Mobile epifauna,sargassum swimming crab,portunus sayi
72,Mobile epifauna,swimming crab,portunus sp
72,Mobile epifauna,longspine swimming crab,portunus spinicarpus
72,Mobile epifauna,blotched swimming crab,portunus spinimanus
72,Mobile epifauna,swimming crab,portunus xantussi affinis
72,Mobile epifauna,snail,potamididae
72,Mobile epifauna,mantis shrimp,pseudosquilla ciliata
72,Mobile epifauna,mantis shrimp,pseudosquillidae
72,Mobile epifauna,hermit crab,pterochirus sp
72,Mobile epifauna,sea spider,pycnogonida
72,Mobile epifauna,frog crab,rananoides sp
72,Mobile epifauna,frog,ranidae
72,Mobile epifauna,muricate frog crab,ranilia muricata
72,Mobile epifauna,frog crab,raninidae
72,Mobile epifauna,crab,raninoidae
72,Mobile epifauna,baby ear,sinum perspectivum
72,Mobile epifauna,mantis shrimp,squilla biformis
72,Mobile epifauna,mantis shrimp,squilla chydaea
72,Mobile epifauna,mantis shrimp,squilla emprisa
72,Mobile epifauna,mantis shrimp,squilla empusa
72,Mobile epifauna,mantis shrimp,squilla empusa larvae
72,Mobile epifauna,mantis shrimp,squilla mantis
72,Mobile epifauna,mantis shrimp,squilla neglecta
72,Mobile epifauna,mantis shrimp,squilla sp
72,Mobile epifauna,mantis shrimp,squillidae
72,Mobile epifauna,lobster-like crust,stenopodidea
72,Mobile epifauna,arrow crab,stenorhynchus seticornis
72,Mobile epifauna,mantis shrimp,stomatopoda
72,Mobile epifauna,conch,strombidae
72,Mobile epifauna,queen conch,strombus gigas
72,Mobile epifauna,snail,struthiolaridae
72,Mobile epifauna,furry lobster,synaxidae
72,Mobile epifauna,mud lobster,thalassinidae
72,Mobile epifauna,american lobster,homarus americanus
72,Mobile epifauna,lobster,nephropidae
72,Mobile epifauna,lobster,palinura sp
72,Mobile epifauna,spiny lobster,palinuridae
72,Mobile epifauna,caribbean spiny lobster,panulirus argus
72,Mobile epifauna,spiny lobster,panulirus sp
72,Mobile epifauna,slipper lobster,scyllaridae
72,Mobile epifauna,spanish slipper lobster,scyllarides aequinoctialis
72,Mobile epifauna,ridged slipper lobster,scyllarides nodifer
72,Mobile epifauna,chace slipper lobster,scyllarus crenatus
72,Mobile epifauna,slipper lobster,scyllarus sp
72,Mobile epifauna,shrimp,acetes americanus
72,Mobile epifauna,shrimp,acetes chinensis
72,Mobile epifauna,shrimp,acetes sp
72,Mobile epifauna,snapping shrimp,alpheidae
72,Mobile epifauna,bigclaw snapping shrimp,alpheus heterochaelis
72,Mobile epifauna,bigclaw snapping shrimp,alpheus heterochelis
72,Mobile epifauna,green snapping shrimp,alpheus normanni
72,Mobile epifauna,pistol shrimp,alpheus sp
72,Mobile epifauna,amphipod,amphipoda
72,Mobile epifauna,gamba shrimp,aristeidae
72,Mobile epifauna,argentine stiletto shrimp,artemesia longinaris
72,Mobile epifauna,freshwater crayfish,astacidae
72,Mobile epifauna,crayfish,astacoidea
72,Mobile epifauna,shrimp,atyidae
72,Mobile epifauna,lobster shrimp,axiidae
72,Mobile epifauna,amphipod,batea catharinensis
72,Mobile epifauna,false cerith,batillarium minima
72,Mobile epifauna,shrimp,benthesicymidae
72,Mobile epifauna,horn snail,bittium sp
72,Mobile epifauna,amphipod,brachyscelidae
72,Mobile epifauna,amphipod,brachyscelus crusculum
72,Mobile epifauna,amphipod,bracyscelidae
72,Mobile epifauna,crayfish,cambaridae
72,Mobile epifauna,caprellid amphipod,caprellidae
72,Mobile epifauna,caridean shrimp,caridea
72,Mobile epifauna,cerith,cerithiidae
72,Mobile epifauna,isopod,cirolana sp
72,Mobile epifauna,amphipod,corophium sp
72,Mobile epifauna,sand shrimp,crangon crangon
72,Mobile epifauna,sand shrimp,crangon septemspinosa
72,Mobile epifauna,sand shrimp,crangon sp
72,Mobile epifauna,prawn,crangonidae
72,Mobile epifauna,sand shrimp,crangonidae
72,Mobile epifauna,hooded shrimp,cumacea
72,Mobile epifauna,isopod,cyathura sp
72,Mobile epifauna,isopod,cymothidae
72,Mobile epifauna,amphipod,cyphocarididae
72,Mobile epifauna,ostracod,cypridae
72,Mobile epifauna,cypris,cypris sp
72,Mobile epifauna,prawn,dendrobranchiata
72,Mobile epifauna,isopod,erichsonella attenuata
72,Mobile epifauna,mud crab,eurypanopeus depressus
72,Mobile epifauna,mud crab,eurypanopeus sp
72,Mobile epifauna,isopod,excirolana
72,Mobile epifauna,yellowleg shrimp,farfantepenaeus californiensis
72,Mobile epifauna,gammarid amphipod,gammaridae
72,Mobile epifauna,amphipod,gammarus sp
72,Mobile epifauna,prawn,haliporoides sp
72,Mobile epifauna,amphipod,hemithyphis sp
72,Mobile epifauna,amphipod,hemithyphis tenuimanus
72,Mobile epifauna,nylon shrimp,heterocarpoides laevicarina
72,Mobile epifauna,nylon shrimp,heterocarpus ensifer
72,Mobile epifauna,nylon shrimp,heterocarpus vicarius
72,Mobile epifauna,false zostera shrimp,hippolyte pleuracanthus
72,Mobile epifauna,broken-back shrimp,hippolyte sp
72,Mobile epifauna,zostera shrimp,hippolyte zostericola
72,Mobile epifauna,cleaner shrimp,hippolytidae
72,Mobile epifauna,hyperiid amphipod,hyperiidea
72,Mobile epifauna,isopod,idotea metallica
72,Mobile epifauna,isopod,idotea resecata
72,Mobile epifauna,isopod,isopoda
72,Mobile epifauna,sargassum shrimp,latreutes focurum
72,Mobile epifauna,sargassum shrimp,latreutes parvulus
72,Mobile epifauna,brown glass shrimp,leander tenuicornis
72,Mobile epifauna,lesser glass shrimp,leptochela gracilis
72,Mobile epifauna,combclaw shrimp,leptochela serratorbita
72,Mobile epifauna,isopod,livoneca sp
72,Mobile epifauna,lucifer shrimp,lucifer faxoni
72,Mobile epifauna,prawn,lucifer sp
72,Mobile epifauna,prawn,luciferinae
72,Mobile epifauna,peppermint shrimp,lysmata sp
72,Mobile epifauna,peppermint shrimp,lysmata wurdemanni
72,Mobile epifauna,ohio shrimp,macrobrachium ohione
72,Mobile epifauna,margin shell,marginellidae
72,Mobile epifauna,king prawn,melicertus latisulcatus
72,Mobile epifauna,velvet shrimp,metapenaeopsis goodei
72,Mobile epifauna,velvet shrimp,metapenaeopsis sp
72,Mobile epifauna,prawn,metapenaeus sp
72,Mobile epifauna,microcrustacean,microcrustacean
72,Mobile epifauna,mysid shrimp,mysidae
72,Mobile epifauna,mud snail,nassariidae
72,Mobile epifauna,natantia,natantia
72,Mobile epifauna,opossum shrimp,neomysis americana
72,Mobile epifauna,crab,neopanope sp
72,Mobile epifauna,mud crab,neopanopeus
72,Mobile epifauna,shrimp,neopontonides beaufortensis
72,Mobile epifauna,nerite,neritinidae
72,Mobile epifauna,caridean shrimp,ogyrididae
72,Mobile epifauna,pelagic shrimp,oplophoridae
72,Mobile epifauna,seed shrimp,ostracoda
