Group,Sciname,Common,EwE_name,EwE_num
anchovies-silversides-killifish,FUNDULUS MAJALIS,STRIPED KILLIFISH,Anchovy-silverside-killifish,63
anchovies-silversides-killifish,ADINIA XENICA,DIAMOND KILLIFISH,Anchovy-silverside-killifish,63
anchovies-silversides-killifish,AMBASSIDAE,GLASSFISH,Anchovy-silverside-killifish,63
anchovies-silversides-killifish,ANCHOA,ANCHOVY,Anchovy-silverside-killifish,63
anchovies-silversides-killifish,ANCHOA FILIFERA,LONGFINGER ANCHOVY,Anchovy-silverside-killifish,63
anchovies-silversides-killifish,ANCHOA GUINEENSIS,ANCHOVY,Anchovy-silverside-killifish,63
anchovies-silversides-killifish,ANCHOA HEPSETUS,BROAD-STRIPED ANCHOVY,Anchovy-silverside-killifish,63
anchovies-silversides-killifish,ANCHOA MARINI,MARINI'S ANCHOVY,Anchovy-silverside-killifish,63
anchovies-silversides-killifish,ANCHOA SP,ANCHOVY,Anchovy-silverside-killifish,63
anchovies-silversides-killifish,ANCHOVIELLA LEPIDENTOSTOLE,BROADBAND ANCHOVY,Anchovy-silverside-killifish,63
anchovies-silversides-killifish,ANCHOVIELLA MITCHILLI,ANCHOVY,Anchovy-silverside-killifish,63
anchovies-silversides-killifish,ANCHOVIELLA SP,ANCHOVY,Anchovy-silverside-killifish,63
anchovies-silversides-killifish,ATHERINA BREVICEPS,CAPE SILVERSIDE,Anchovy-silverside-killifish,63
anchovies-silversides-killifish,ATHERINA PRESBYTER,SAND SMELT,Anchovy-silverside-killifish,63
anchovies-silversides-killifish,ATHERINA SP,SILVERSIDE,Anchovy-silverside-killifish,63
anchovies-silversides-killifish,ATHERINIDAE,SILVERSIDE,Anchovy-silverside-killifish,63
anchovies-silversides-killifish,ATHERINOPS AFFINIS,TOPSMELT SILVERSIDE,Anchovy-silverside-killifish,63
anchovies-silversides-killifish,ATHERINOPSIDAE,NEOTROPICAL SILVERSIDE,Anchovy-silverside-killifish,63
anchovies-silversides-killifish,CATOSTOMIDAE,CHUBSUCKER,Anchovy-silverside-killifish,63
anchovies-silversides-killifish,CHARACIDAE,CHARACIN,Anchovy-silverside-killifish,63
anchovies-silversides-killifish,CICHLIDAE,CICHLID,Anchovy-silverside-killifish,63
anchovies-silversides-killifish,CYPRINIDAE,MINNOW,Anchovy-silverside-killifish,63
anchovies-silversides-killifish,CYPRINODON VARIEGATUS VARIEGATUS,SHEEPSHEAD MINNOW,Anchovy-silverside-killifish,63
anchovies-silversides-killifish,CYPRINODONTIDAE,KILLIFISH,Anchovy-silverside-killifish,63
anchovies-silversides-killifish,CYPRINODONTIDAE,MINNOW,Anchovy-silverside-killifish,63
anchovies-silversides-killifish,DORMITATOR MACULATUS,FAT SLEEPER,Anchovy-silverside-killifish,63
anchovies-silversides-killifish,ENCRASICHOLINA HETEROLOBA,SHORTHEAD ANCHOVY,Anchovy-silverside-killifish,63
anchovies-silversides-killifish,ENGRAULIDAE,ANCHOVY,Anchovy-silverside-killifish,63
anchovies-silversides-killifish,ENGRAULIS ANCHOITA,ARGENTINE ANCHOVY,Anchovy-silverside-killifish,63
anchovies-silversides-killifish,ENGRAULIS AUSTRALIS,AUSTRALIAN ANCHOVY,Anchovy-silverside-killifish,63
anchovies-silversides-killifish,ENGRAULIS CAPENSIS,SOUTH AFRICAN ANCHOVY,Anchovy-silverside-killifish,63
anchovies-silversides-killifish,ENGRAULIS DEVISI,ANCHOVY,Anchovy-silverside-killifish,63
anchovies-silversides-killifish,ENGRAULIS ENCRASICOLUS,EUROPEAN ANCHOVY,Anchovy-silverside-killifish,63
anchovies-silversides-killifish,ENGRAULIS JAPONICA,JAPANESE ANCHOVY,Anchovy-silverside-killifish,63
anchovies-silversides-killifish,ENGRAULIS MORDAX,CALIFORNIA ANCHOVY,Anchovy-silverside-killifish,63
anchovies-silversides-killifish,ENGRAULIS SP,ANCHOVY,Anchovy-silverside-killifish,63
anchovies-silversides-killifish,FLORIDICHTHYS SP,KILLIFISH,Anchovy-silverside-killifish,63
anchovies-silversides-killifish,FUNDULIDAE,KILLIFISH,Anchovy-silverside-killifish,63
anchovies-silversides-killifish,FUNDULUS CONFLUENTUS,MARSH KILLIFISH,Anchovy-silverside-killifish,63
anchovies-silversides-killifish,FUNDULUS HETEROCLITUS,MUMMICHOG,Anchovy-silverside-killifish,63
anchovies-silversides-killifish,FUNDULUS SIMILIS,LONGNOSE KILLIFISH,Anchovy-silverside-killifish,63
anchovies-silversides-killifish,FUNDULUS SP,KILLIFISH,Anchovy-silverside-killifish,63
anchovies-silversides-killifish,GAMBUSIA AFFINIS,WESTERN MOSQUITOFISH,Anchovy-silverside-killifish,63
anchovies-silversides-killifish,GAMBUSIA HOLBROOKI,EASTERN MOSQUITOFISH,Anchovy-silverside-killifish,63
anchovies-silversides-killifish,GAMBUSIA SP,MOSQUITOFISH,Anchovy-silverside-killifish,63
anchovies-silversides-killifish,GARMANELLA PULCHRA,YUCATAN FLAGFISH,Anchovy-silverside-killifish,63
anchovies-silversides-killifish,GASTEROSTEIDAE,STICKLEBACK,Anchovy-silverside-killifish,63
anchovies-silversides-killifish,GEOPHAGUS BRASILIENSIS,PEARL CICHLID,Anchovy-silverside-killifish,63
anchovies-silversides-killifish,HEMICHROMIS LETOURNEUXI,JEWEL FISH,Anchovy-silverside-killifish,63
anchovies-silversides-killifish,HETERANDRIA FORMOSA,LEAST KILLIFISH,Anchovy-silverside-killifish,63
anchovies-silversides-killifish,HYPOATHERINA HARRINGTONENSIS,REEF SILVERSIDE,Anchovy-silverside-killifish,63
anchovies-silversides-killifish,LUCANIA PARVA,RAINWATER KILLIFISH,Anchovy-silverside-killifish,63
anchovies-silversides-killifish,LYCENGRAULIS GROSSIDENS,ATLANTIC SABERTOOTH ANCHOVY,Anchovy-silverside-killifish,63
anchovies-silversides-killifish,MENIDIA,SILVERSIDE,Anchovy-silverside-killifish,63
anchovies-silversides-killifish,MENIDIA PENINSULAE,TIDEWATER SILVERSIDE,Anchovy-silverside-killifish,63
anchovies-silversides-killifish,MENIDIA SP,SILVERSIDE,Anchovy-silverside-killifish,63
anchovies-silversides-killifish,MENIDIA SP.,SILVERSIDES,Anchovy-silverside-killifish,63
anchovies-silversides-killifish,NOTROPIS ATHERINOIDES,EMERALD SHINER,Anchovy-silverside-killifish,63
anchovies-silversides-killifish,POECILIA SPP,LIVEBEARER,Anchovy-silverside-killifish,63
anchovies-silversides-killifish,POECILIA VIVIPARA,SPOTSIDED LIVEBEARER,Anchovy-silverside-killifish,63
anchovies-silversides-killifish,POMOXIS NIGROMACULATUS,BLACK CRAPPIE,Anchovy-silverside-killifish,63
anchovies-silversides-killifish,POMOXIS SP,CRAPPIES,Anchovy-silverside-killifish,63
anchovies-silversides-killifish,STOLEPHORUS SP,ANCHOVY,Anchovy-silverside-killifish,63
anchovies-silversides-killifish,THRYSSA SP,THRYSSA,Anchovy-silverside-killifish,63
anchovies-silversides-killifish,THRYSSA VITRIROSTRIS,ORANGEMOUTH ANCHOVY,Anchovy-silverside-killifish,63
anchovies-silversides-killifish,XENOMELANIRIS BRASILIENSIS,BRAZILIAN SILVERSIDE,Anchovy-silverside-killifish,63
mullet,MUGIL TRICHODON,FANTAIL MULLET,Mullet,64
mullet,MUGIL GYRANS,FANTAIL MULLET,Mullet,64
mullet,MUGIL CEPHALUS,"MULLET, STRIPED (LIZA)",Mullet,64
mullet,MUGIL CUREMA,"MULLET, WHITE",Mullet,64
mullet,MUGILIDAE,MULLETS,Mullet,64
mullet,MUGIL CEPHALUS,STRIPED MULLET,Mullet,64
mullet,MUGIL CUREMA,WHITE MULLET,Mullet,64
mullet,CHANOS CHANOS,MILKFISH,Mullet,64
mullet,CRENIMUGIL LABROSUS,GREY MULLET,Mullet,64
mullet,LIZA RICHARDSONII,SOUTH AFRICAN MULLET,Mullet,64
mullet,MONODACTYLIDAE,MOONYFISH,Mullet,64
mullet,MONODACTYLUS SP,MOONY,Mullet,64
mullet,MUGIL CEPHALUS,FLATHEAD GREY MULLET,Mullet,64
mullet,MUGIL CEPHALUS,GRAY MULLET,Mullet,64
mullet,MUGIL GYRANS,MULLET,Mullet,64
mullet,MUGIL SP,MULLET,Mullet,64
mullet,MUGILIDAE,MULLET,Mullet,64
mullet,MULLUS SURMULETUS,STRIPED RED MULLET,Mullet,64
mullet,VALAMUGIL BUCHANANI,BLUETAIL MULLET,Mullet,64
butterfish,PEPRILUS TRIACANTHUS,BUTTERFISH,Butterfish,65
butterfish,STROMATEIDAE,BUTTERFISH FAMILY,Butterfish,65
butterfish,PEPRILUS BURTI,GULF BUTTERFISH,Butterfish,65
butterfish,PEPRILUS ALEPIDOTUS,HARVESTFISH,Butterfish,65
butterfish,PEPRILUS ALEPIDOTUS,AMERICAN HARVESTFISH,Butterfish,65
butterfish,PEPRILUS MEDIUS,PACIFIC HARVESTFISH,Butterfish,65
butterfish,PEPRILUS PARU,AMERICAN HARVESTFISH,Butterfish,65
butterfish,PEPRILUS SIMILLIMUS,PACIFIC BUTTERFISH,Butterfish,65
butterfish,PEPRILUS SP,BUTTERFISH,Butterfish,65
butterfish,PEPRILUS TRIACANTHUS,ATLANTIC BUTTERFISH,Butterfish,65
butterfish,PORONOTUS SP,BUTTERFISH,Butterfish,65
butterfish,STROMATEIDAE,BUTTERFISH,Butterfish,65
cephalopods,OCTOPODIDAE,OCTOPUS,Cephalopod,66
cephalopods,NA,"SQUID,ATLANTIC BRIEF",Cephalopod,66
cephalopods,LOLIGINIDAE,SQUIDS,Cephalopod,66
cephalopods,ABRALIOPSIS SP,SQUID,Cephalopod,66
cephalopods,ALLOTEUTHIS SUBULATA,EUROPEAN COMMON SQUID,Cephalopod,66
cephalopods,ANCISTROCHEIRUS LESUEURII,SHARPEAR ENOPE SQUID,Cephalopod,66
cephalopods,ARGONAUTA ARGO,GREATER ARGONAUT,Cephalopod,66
cephalopods,ARGONAUTA SP,ARGONAUT,Cephalopod,66
cephalopods,ARGONAUTIDAE,ARGONAUT,Cephalopod,66
cephalopods,CEPHALOPODA,CEPHALOPOD,Cephalopod,66
cephalopods,CHIROTHEUTHIS SP,SQUID,Cephalopod,66
cephalopods,CHTENOPTERYX SICULA,COMB-FINNED SQUID,Cephalopod,66
cephalopods,COLEOIDEA,COLEOID,Cephalopod,66
cephalopods,CRANCHIIDAE,GLASS SQUID,Cephalopod,66
cephalopods,DECAPODIFORMES,CEPHALOPOD,Cephalopod,66
cephalopods,DORYTEUTHIS SP,LONGFIN SQUID,Cephalopod,66
cephalopods,DOSIDICUS GIGAS,JUMBO SQUID,Cephalopod,66
cephalopods,ELEDONE CIRRHOSA,CURLED OCTOPUS,Cephalopod,66
cephalopods,ENOPLOTEUTHIDAE,SQUID,Cephalopod,66
cephalopods,ENOPLOTEUTHIS SP,SQUID,Cephalopod,66
cephalopods,GONATOPSIS BOREALIS,GONATE SQUID,Cephalopod,66
cephalopods,GONATUS CALIFORNIENSIS,SLENDER SQUID,Cephalopod,66
cephalopods,GONATUS SP,GONATE SQUID,Cephalopod,66
cephalopods,GONATUS SPP.,GONATE SQUID,Cephalopod,66
cephalopods,GONATUS STEENSTRUPI,OCEANIC SQUID,Cephalopod,66
cephalopods,HAILPHRON ATLANTICUS,OCTOPUS,Cephalopod,66
cephalopods,HALIPHRON ATLANTICUS,SEVEN-ARM OCTOPUS,Cephalopod,66
cephalopods,HETEROTEUTHIS DISPAR,OLD BOBTAIL SQUID,Cephalopod,66
cephalopods,HISTIOTEUTHIDAE,COCK-EYED SQUID,Cephalopod,66
cephalopods,HISTIOTEUTHIS DOFLEINI,FLOWERVASE JEWELL SQUID,Cephalopod,66
cephalopods,HISTIOTEUTHIS SP,COCK-EYED SQUID,Cephalopod,66
cephalopods,HISTIOTHEUTHIS HETEROPSIS,COCK-EYED SQUID,Cephalopod,66
cephalopods,HYALOTEUTHIS PELAGICA,GLASSY FLYING SQUID,Cephalopod,66
cephalopods,ILLEX COINDETII,SOUTHERN SHORTFIN SQUID,Cephalopod,66
cephalopods,ILLEX ILLECEBROSUS,BOREAL SQUID,Cephalopod,66
cephalopods,ILLEX SP,SHORTFIN SQUID,Cephalopod,66
cephalopods,JAPETELLA DIAPHANA,OCTOPUS,Cephalopod,66
cephalopods,JAPETELLA HEATI,OCTOPUS,Cephalopod,66
cephalopods,JAPETELLA SP,OCTOPUS,Cephalopod,66
cephalopods,LIOCRANCHIA REINHARTI,REINHARDT'S CRANCH-SQUID,Cephalopod,66
cephalopods,LOLIGINIDAE,PENCIL SQUID,Cephalopod,66
cephalopods,LOLIGO OPALESCENS,MARKET SQUID,Cephalopod,66
cephalopods,LOLIGO PEALEII,LONGFIN INSHORE SQUID,Cephalopod,66
cephalopods,LOLIGO PLEI,SLENDER INSHORE SQUID,Cephalopod,66
cephalopods,LOLIGO SANPAULENSIS,INSHORE SQUID,Cephalopod,66
cephalopods,LOLIGO SP,PENCIL SQUID,Cephalopod,66
cephalopods,LOLIGO VULGARIS,EUROPEAN SQUID,Cephalopod,66
cephalopods,LOLLIGUNCULA BREVIS,ATLANTIC BRIEF SQUID,Cephalopod,66
cephalopods,MASTIGOTEUTHIS DENTATA,WHIP-LASH SQUID,Cephalopod,66
cephalopods,MASTIGOTEUTHIS SP,WHIP-LASH SQUID,Cephalopod,66
cephalopods,OCTOPODA,OCTOPOD,Cephalopod,66
cephalopods,OCTOPODIDAE,OCTOPOD,Cephalopod,66
cephalopods,OCTOPOTEUTHIS SICULA,RÜPPELL'S OCTOPUS SQUID,Cephalopod,66
cephalopods,OCTOPOTEUTHIS SP,SQUID,Cephalopod,66
cephalopods,OCTOPUS BAIRDI,BAIRD'S OCTOPUS,Cephalopod,66
cephalopods,OCTOPUS SP,OCTOPUS,Cephalopod,66
cephalopods,OCTOPUS VULGARIS,COMMON OCTOPUS,Cephalopod,66
cephalopods,OCTOTEUTHIS SP,SQUID,Cephalopod,66
cephalopods,OMMASTREPHES SP,ARROW SQUID,Cephalopod,66
cephalopods,OMMASTREPHIDAE,ARROW SQUID,Cephalopod,66
cephalopods,ONYCHOTEUTHIDAE,HOOKED SQUID,Cephalopod,66
cephalopods,ONYCHOTEUTHIS BANKSII,COMMON CLUBHOOK SQUID,Cephalopod,66
cephalopods,ONYCHOTEUTHIS SP,HOOKED SQUID,Cephalopod,66
cephalopods,ONYKIA ROBUSTA,CLUBHOOK SQUID,Cephalopod,66
cephalopods,ONYKIA SP,CLUBHOOK SQUID,Cephalopod,66
cephalopods,OPISTHOTEUTHIS SP,FLAPJACK OCTOPUS,Cephalopod,66
cephalopods,ORNITHOTEUTHIS ANTILLARUM,ATLANTIC BIRD SQUID,Cephalopod,66
cephalopods,PHOLIDOTEUTHIS BOSCHMAII,SQUID,Cephalopod,66
cephalopods,SEPIA ELLIPTICA,OVALBONE CUTTLEFISH,Cephalopod,66
cephalopods,SEPIA OFFICINALIS,COMMON CUTTLEFISH,Cephalopod,66
cephalopods,SEPIA SP,CUTTLEFISH,Cephalopod,66
cephalopods,SEPIETTA SP,BOBTAIL SQUID,Cephalopod,66
cephalopods,SEPIIDA,CUTTLEFISH,Cephalopod,66
cephalopods,SEPIOIDEA,REEF SQUID,Cephalopod,66
cephalopods,SEPIOLA ATLANTICA,ATLANTIC BOBTAIL,Cephalopod,66
cephalopods,SEPIOTEUTHIS,REEF SQUID,Cephalopod,66
cephalopods,STHENOTEUTHIS OUALANIENSIS,PURPLEBACK SQUID,Cephalopod,66
cephalopods,STHENOTEUTHIS PTEROPUS,ORANGEBACK SQUID,Cephalopod,66
cephalopods,TEUTHOIDEA,SQUID,Cephalopod,66
cephalopods,THYSANOTEUTHIS ROMBUS,DIAMONDBACK SQUID,Cephalopod,66
cephalopods,TODARODES SAGITTATUS,EUROPEAN FLYING SQUID,Cephalopod,66
cephalopods,TODAROPSIS EBLANAE,LESSER FLYING SQUID,Cephalopod,66
cephalopods,TREMOCTOPUS VIOLACEUS,COMMON BLANKET OCTOPUS,Cephalopod,66
cephalopods,VAMPYROTEUTHIS INFERNALIS,VAMPIRE SQUID,Cephalopod,66
pink shrimp,PENAEUS DUORARUM,"SHRIMP, PINK",Pink shrimp,67
pink shrimp,FARFANTEPENAEUS DUORARUM,PINK SHRIMP,Pink shrimp,67
pink shrimp,FARFANTEPENAEUS SP,PINK SHRIMP,Pink shrimp,67
pink shrimp,PENAEUS DUORARUM,PINK SHRIMP,Pink shrimp,67
brown shrimp,PENAEUS AZTECUS,"SHRIMP, BROWN",Brown shrimp,68
brown shrimp,FARFANTEPENAEUS AZTECUS,BROWN SHRIMP,Brown shrimp,68
brown shrimp,PENAEUS AZTECUS,NORTHERN BROWN SHRIMP,Brown shrimp,68
white shrimp,PENAEUS SETIFERUS,"SHRIMP, WHITE",White shrimp,69
white shrimp,LITOPENAEUS SETIFERUS,WHITE SHRIMP,White shrimp,69
white shrimp,PENAEUS SETIFERUS,NORTHERN WHITE SHRIMP,White shrimp,69
crab,CALLINECTES SAPIDUS,"CRAB, BLUE",Crab,70
crab,CALLINECTES SAPIDUS,"CRAB, BLUE, PEELER",Crab,70
crab,CALLINECTES SAPIDUS,"CRAB, BLUE, SOFT",Crab,70
crab,CALLINECTES SAPIDUS,"CRAB, BLUE, SOFT AND PEELER",Crab,70
crab,DECAPODA,CRABS,Crab,70
blue crab,CALLINECTES DANAE,BLUE CRAB,Crab,70
blue crab,CALLINECTES EXASPERATUS,RUGOSE SWIMMING CRAB,Crab,70
blue crab,CALLINECTES ORNATUS,ORNATE BLUE CRAB,Crab,70
blue crab,CALLINECTES SAPIDUS,BLUE CRAB,Crab,70
blue crab,CALLINECTES SIMILIS,LESSER BLUE CRAB,Crab,70
blue crab,CALLINECTES SP,BLUE CRAB,Crab,70
sessile epifauna,ANTHOZOA,CORALS,Sessile epifauna,71
sessile epifauna,CRASSOSTREA VIRGINICA,"OYSTER, EASTERN",Sessile epifauna,71
sessile epifauna,UROCHORDATA,SEA SQUIRTS,Sessile epifauna,71
sessile epifauna,SPONGIA CHEIRIS,"SPONGE, GLOVE",Sessile epifauna,71
sessile epifauna,SPONGIA GRAMINEA,"SPONGE, GRASS",Sessile epifauna,71
sessile epifauna,HIPPOSPONGIA LACHNE,"SPONGE, SHEEPSWOOL",Sessile epifauna,71
sessile epifauna,SPONGIA STEREA,"SPONGE, WIRE",Sessile epifauna,71
sessile epifauna,SPONGIA BARBARA,"SPONGE, YELLOW",Sessile epifauna,71
sessile epifauna,PORIFERA,SPONGES,Sessile epifauna,71
sessile epifauna,ACTINIARIA,SEA ANEMONE,Sessile epifauna,71
sessile epifauna,ALCYONACEA,GORGONIAN,Sessile epifauna,71
sessile epifauna,ALCYONIUM PALMATUM,RED DEAD MAN'S FINGERS,Sessile epifauna,71
sessile epifauna,ANTHOZOA,ANTHOZOA,Sessile epifauna,71
sessile epifauna,ANTHOZOA,CORAL,Sessile epifauna,71
sessile epifauna,ANTHOZOA,HARD CORAL,Sessile epifauna,71
sessile epifauna,ANTIPATHARIA,BLACK CORAL,Sessile epifauna,71
sessile epifauna,ASCIDIACEA,SEA SQUIRT,Sessile epifauna,71
sessile epifauna,BRACHIDONTES EXUSTUS,SCORCHED MUSSEL,Sessile epifauna,71
sessile epifauna,BRYOZOA,BRYOZOA,Sessile epifauna,71
sessile epifauna,CALYPTRAEIDAE,SLIPPER SNAIL,Sessile epifauna,71
sessile epifauna,CIONA INTESTINALIS,SEA SQUIRT,Sessile epifauna,71
sessile epifauna,CIRRIPEDIA,BARNACLE,Sessile epifauna,71
sessile epifauna,CRASSOSTREA VIRGINICA,AMERICAN CUPPED OYSTER,Sessile epifauna,71
sessile epifauna,DOLIOLIDAE,TUNICATE,Sessile epifauna,71
sessile epifauna,GEUKENSIA DEMISSA,RIBBED MUSSEL,Sessile epifauna,71
sessile epifauna,HYDROIDA,HYDROID,Sessile epifauna,71
sessile epifauna,LEPAS ANATIFERA,PELAGIC GOOSENECK BARNACLE,Sessile epifauna,71
sessile epifauna,MAXILLOPODA,MAXILLOPOD,Sessile epifauna,71
sessile epifauna,MYTILIDAE,MUSSEL,Sessile epifauna,71
sessile epifauna,MYTILUS EDULIS,BLUE MUSSEL,Sessile epifauna,71
sessile epifauna,OSTREIDAE,OYSTER,Sessile epifauna,71
sessile epifauna,PATELLOGASTROPODA,LIMPET,Sessile epifauna,71
sessile epifauna,PENNATULACEA,SEA PEN,Sessile epifauna,71
sessile epifauna,PINNIDAE,PEN SHELL,Sessile epifauna,71
sessile epifauna,POLYPLACOPHORA,CHITON,Sessile epifauna,71
sessile epifauna,PORIFERA,SPONGE,Sessile epifauna,71
sessile epifauna,PROTOCHORDATA,PROTOCHORDATE,Sessile epifauna,71
sessile epifauna,PYROSOMA SP,TUNICATE,Sessile epifauna,71
sessile epifauna,PYROSOMIDAE,TUNICATE,Sessile epifauna,71
sessile epifauna,THALIACEA,TUNICATE,Sessile epifauna,71
sessile epifauna,TUNICATE,TUNICATE,Sessile epifauna,71
sessile epifauna,UROCHORDATA,UROCHORDATE,Sessile epifauna,71
sessile epifauna,ZOANTHARIA,ZOANTHARIA,Sessile epifauna,71
mobile epifauna,GERYON FENNERI,"CRAB, DEEPSEA GOLDEN",Mobile epifauna,72
mobile epifauna,MENIPPE MERCENARIA,"CRAB, FLORIDA STONE CLAWS",Mobile epifauna,72
mobile epifauna,LIMULUS POLYPHEMUS,"CRAB, HORSESHOE",Mobile epifauna,72
mobile epifauna,NA,CRABS ,Mobile epifauna,72
mobile epifauna,ECHINODERMATA,ECHINODERM,Mobile epifauna,72
mobile epifauna,PANULIRUS ARGUS,"LOBSTER, CARIBBEAN SPINY",Mobile epifauna,72
mobile epifauna,SCYLLARIDAE,"LOBSTER, SLIPPER",Mobile epifauna,72
mobile epifauna,NA,"MANTIS SHRIMP,SEA SCORPION",Mobile epifauna,72
mobile epifauna,STOMATOPODA,MANTIS SHRIMPS,Mobile epifauna,72
mobile epifauna,ARGOPECTEN IRRADIANS,"SCALLOP, BAY",Mobile epifauna,72
mobile epifauna,ARGOPECTEN GIBBUS,"SCALLOP, CALICO",Mobile epifauna,72
mobile epifauna,PECTINIDAE,SCALLOPS,Mobile epifauna,72
mobile epifauna,HOLOTHUROIDEA,SEA CUCUMBER,Mobile epifauna,72
mobile epifauna,STRONGYLOCENTROTUS,SEA URCHINS,Mobile epifauna,72
mobile epifauna,CRUSTACEA,SHELLFISH,Mobile epifauna,72
mobile epifauna,NA,"SHELLFISH,UNCLASSIFIED,MARINE,ORNAMENTAL",Mobile epifauna,72
mobile epifauna,"DECAPODA, DENDROBRANCHIATA","SHRIMP, MARINE, OTHER",Mobile epifauna,72
mobile epifauna,PENAEUS BRASILIENSIS,"SHRIMP, PINKSPOT",Mobile epifauna,72
mobile epifauna,SICYONIA,"SHRIMP, ROCK",Mobile epifauna,72
mobile epifauna,PLEOTICUS ROBUSTUS,"SHRIMP, ROYAL RED",Mobile epifauna,72
mobile epifauna,XIPHOPENAEUS KROYERI,"SHRIMP, SEABOB",Mobile epifauna,72
mobile epifauna,NA,"SHRIMP,ATLANTIC & GULF,ROUGHNECK",Mobile epifauna,72
mobile epifauna,STROMBUS,SNAILS (CONCHS),Mobile epifauna,72
mobile epifauna,ASTERIIDAE,STARFISH,Mobile epifauna,72
mobile epifauna,BUSYCON SINISTRUM,"WHELK, LIGHTNING",Mobile epifauna,72
mobile epifauna,ANOMURA,ANOMURA,Mobile epifauna,72
mobile epifauna,APLYSIIDAE,SEA HARE,Mobile epifauna,72
mobile epifauna,ARENAEUS CRIBRARIUS,SPECKLED SWIMMING CRAB,Mobile epifauna,72
mobile epifauna,ARMASES SP,SQUAREBACK CRAB,Mobile epifauna,72
mobile epifauna,ASTEROIDEA,SEA STAR,Mobile epifauna,72
mobile epifauna,ATELECYCLIDAE,HORSE CRAB,Mobile epifauna,72
mobile epifauna,ATELECYCLUS SP,HORSE CRAB,Mobile epifauna,72
mobile epifauna,ATLANTIDAE,SEA SNAIL,Mobile epifauna,72
mobile epifauna,BATHYNECTES SP,SWIMMING CRAB,Mobile epifauna,72
mobile epifauna,BUCCINIDAE,WHELK,Mobile epifauna,72
mobile epifauna,BUSYCON CANALICULATUM,CHANNELED WHELK,Mobile epifauna,72
mobile epifauna,CALAPPA FLAMMEA,FLAME BOX CRAB,Mobile epifauna,72
mobile epifauna,CALAPPA OCELLATA,BOX CRAB,Mobile epifauna,72
mobile epifauna,CALAPPA SP,BOX CRAB,Mobile epifauna,72
mobile epifauna,CALAPPA SULCATA,YELLOW BOX CRAB,Mobile epifauna,72
mobile epifauna,CALAPPIDAE,BOX CRAB,Mobile epifauna,72
mobile epifauna,CANCER IRRORATUS,ATLANTIC ROCK CRAB,Mobile epifauna,72
mobile epifauna,CANCER OREGONENSIS,PYGMY ROCK CRAB,Mobile epifauna,72
mobile epifauna,CANCER SP,ROCK CRAB,Mobile epifauna,72
mobile epifauna,CANCRIDAE,CANCER CRAB,Mobile epifauna,72
mobile epifauna,CARCINUS MAENAS,GREEN CRAB,Mobile epifauna,72
mobile epifauna,CHARYBDIS HOPLITES,SWIMMING CRAB,Mobile epifauna,72
mobile epifauna,CHARYBDIS SMITHII,SWIMMING CRAB,Mobile epifauna,72
mobile epifauna,CITTARIUM PICA,TOP SHELL,Mobile epifauna,72
mobile epifauna,CLIBANARIUS VITTATUS,THINSTRIPE HERMIT CRAB,Mobile epifauna,72
mobile epifauna,CORYSTOIDES ABBREVIATUS,CRAB,Mobile epifauna,72
mobile epifauna,CYCLICHNIDAE,GASTROPOD,Mobile epifauna,72
mobile epifauna,CYRTOGRAPSUS AFFINIS,CRAB,Mobile epifauna,72
mobile epifauna,DARDANUS PECTINATUS,HERMIT CRAB,Mobile epifauna,72
mobile epifauna,DIOGENIDAE,HERMIT CRAB,Mobile epifauna,72
mobile epifauna,DIOGENINAE,HERMIT CRAB,Mobile epifauna,72
mobile epifauna,DROMIIDAE,SPONGE CRAB,Mobile epifauna,72
mobile epifauna,ECHINOIDA,SEA URCHIN,Mobile epifauna,72
mobile epifauna,ENOPLOMETOPIDAE,REEF LOBSTER,Mobile epifauna,72
mobile epifauna,EPIALTIDAE,VASE CRAB,Mobile epifauna,72
mobile epifauna,EUCERAMUS SP,OLIVEPIT PORCELAIN CRAB,Mobile epifauna,72
mobile epifauna,EUPHYLAX DOVII,PORTUNID CRAB,Mobile epifauna,72
mobile epifauna,GALATHEA DISPERSA,SQUAT LOBSTER,Mobile epifauna,72
mobile epifauna,GALATHEIDAE,SQUAT LOBSTER,Mobile epifauna,72
mobile epifauna,GASTROPOD,SNAIL,Mobile epifauna,72
mobile epifauna,GASTROPODA,GASTROPOD,Mobile epifauna,72
mobile epifauna,GNATHOPHAUSIA INGENS,GIANT RED MYSID,Mobile epifauna,72
mobile epifauna,GONEPLACIDAE,CRAB,Mobile epifauna,72
mobile epifauna,GONODACTYLIDAE,MANTIS SHRIMP,Mobile epifauna,72
mobile epifauna,GONODACTYLUS BREDINI,MANTIS SHRIMP,Mobile epifauna,72
mobile epifauna,GRAPSIDAE,MARSH CRAB,Mobile epifauna,72
mobile epifauna,HEPATUS EPHELITICUS,DOLLY VARDEN CRAB,Mobile epifauna,72
mobile epifauna,HOLOTHURIA,SEA CUCUMBER,Mobile epifauna,72
mobile epifauna,LEPTASTERIAS TENERA,SLENDER SEA STAR,Mobile epifauna,72
mobile epifauna,LEUCIPPA PENTAGONA,SPIDER CRAB,Mobile epifauna,72
mobile epifauna,LEUCOSIIDAE,PURSE CRAB,Mobile epifauna,72
mobile epifauna,LIBINARIUS VITTATUS,THINSTRIPE HERMIT CRAB,Mobile epifauna,72
mobile epifauna,LIBINIA DUBIA,LONGNOSE SPIDER CRAB,Mobile epifauna,72
