"","Blacktip shark","Dusky shark","Sandbar shark","Lrg. coastal sharks","Lrg. oceanic sharks","Atl. sharpnose shark","Small coastal sharks","Yellowfin tuna","Bluefin tuna","Other tunas","Billfish","Swordfish","Pelagic coastal piscivores","Amberjack","King mackerel (0-1yr)","King mackerel (1+yr)","Spanish mackerel (0-1yr)","Spanish mackerel (1+yr)","Skates-rays","Gag grouper (0-3yr)","Gag grouper (3+yr)","Red grouper (0-3yr)","Red grouper (3+yr)","Yellowedge grouper (0-3yr)","Yellowedge grouper (3+yr)","Goliath grouper","Deep-water grouper","Shallow-water grouper","Red snapper (0yr)","Red snapper (1-2yr)","Red snapper (3+yr)","Vermilion snapper","Mutton snapper","Other snapper","Inshore coastal piscivores","Sea trout","Oceanic piscivores","Benthic piscivores","Reef piscivores","Reef invert. fdrs.","Dem. cstl. invrt. fdrs.","Bnthc. cstl. invrt. fdrs.","Tilefish","Gray triggerfish","Coastal omnivores","Reef omnivores","Lrg. oceanic planktivores","Sardine-herring-scad","Menhaden","Anchovy-silverside-killifish","Mullet","Butterfish","Red drum","Pink shrimp","Brown shrimp","White shrimp","Crab","Sessile epifauna","Mobile epifauna","Seagrass"
"Name","Depth_Blacktip-shark_grp6","Depth_Dusky-shark_grp7","Depth_Sandbar-shark_grp8","Depth_Lrg.-coastal-sharks_grp9","Depth_Lrg.-oceanic-sharks_grp10","Depth_Atl.-sharpnose-shark_grp11","Depth_Small-coastal-sharks_grp12","Depth_Yellowfin-tuna_grp13","Depth_Bluefin-tuna_grp14","Depth_Other-tunas_grp15","Depth_Billfish_grp16","Depth_Swordfish_grp17","Depth_Pelagic-coastal-piscivores_grp18","Depth_Amberjack_grp19","Depth_King-mackerel-(0-1yr)_grp21","Depth_King-mackerel-(1+yr)_grp22","Depth_Spanish-mackerel-(0-1yr)_grp23","Depth_Spanish-mackerel-(1+yr)_grp24","Depth_Skates-rays_grp25","Depth_Gag-grouper-(0-3yr)_grp26","Depth_Gag-grouper-(3+yr)_grp27","Depth_Red-grouper-(0-3yr)_grp28","Depth_Red-grouper-(3+yr)_grp28","Depth_Yellowedge-grouper-(0-3yr)_grp30","Depth_Yellowedge-grouper-(3+yr)_grp31","Depth_Goliath-grouper_grp32","Depth_Deep-water-grouper_grp33","Depth_Shallow-water-grouper_grp34","Depth_Red-snapper-(0yr)_grp35","Depth_Red-snapper-(1-2yr)_grp36","Depth_Red-snapper-(3+yr)_grp37","Depth_Vermilion-snapper_grp38","Depth_Mutton-snapper_grp39","Depth_Other-snapper_grp40","Depth_Inshore-coastal-piscivores_grp41","Depth_Sea-trout_grp42","Depth_Oceanic-piscivores_grp43","Depth_Benthic-piscivores_grp44","Depth_Reef-piscivores_grp45","Depth_Reef-invert.-fdrs._grp46","Depth_Dem.-cstl.-invrt.-fdrs._grp47","Depth_Bnthc.-cstl.-invrt.-fdrs._grp49","Depth_Tilefish_grp50","Depth_Gray-triggerfish_grp51","Depth_Coastal-omnivores_grp52","Depth_Reef-omnivores_grp53","Depth_Lrg.-oceanic-planktivores_grp55","Depth_Sardine-herring-scad_grp57","Depth_Menhaden_grp58,59,60,61,62","Depth_Anchovy-silverside-killifish_grp63","Depth_Mullet_grp64","Depth_Butterfish_grp65","Depth_Red-drum_grp48","Depth_Pink-shrimp_grp67","Depth_Brown-shrimp_grp68","Depth_White-shrimp_grp69","Depth_Crab_grp70","Depth_Sessile-epifauna_grp71","Depth_Mobile-epifauna_grp72","Depth_Seagrass_grp76"
"28","1","0.242105263157895","0.191666666666667","1","0.0444444444444444","0.7","1","0.6","0.6","0.327272727272727","0","0","0.9","1","1","1","1","1","1","1","0.346153846153846","1","0.346153846153846","0","0","1","0","1","1","1","0.228571428571429","0.2","0.933333333333333","1","0","0","0","0.237113402061856","0.851851851851852","0.676470588235294","0.733333333333333","0.957219251336898","0","1","0.6","1","0.157142857142857","0.521739130434783","0.914285714285714","0.578947368421053","1","0.213333333333333","0","1","1","1","1","0.71264367816092","0.8","0"
"29","1","0.252631578947368","0.2","1","0.05","0.725","1","0.633333333333333","0.633333333333333","0.345454545454545","0","0","0.8875","1","1","1","1","1","1","1","0.365384615384615","1","0.365384615384615","0","0","1","0","1","1","1","0.257142857142857","0.266666666666667","0.966666666666667","1","0","0","0","0.247422680412371","0.888888888888889","0.705882352941176","0.7","0.951871657754011","0","1","0.55","1","0.164285714285714","0.543478260869565","0.885714285714286","0.526315789473684","1","0.226666666666667","0","1","1","1","1","0.701149425287356","0.788888888888889","0"
"30","1","0.263157894736842","0.208333333333333","1","0.0555555555555556","0.75","1","0.666666666666667","0.666666666666667","0.363636363636364","0","0","0.875","1","1","1","1","1","1","1","0.384615384615385","1","0.384615384615385","0","0","1","0","1","1","1","0.285714285714286","0.333333333333333","1","1","0","0","0","0.257731958762887","0.925925925925926","0.735294117647059","0.666666666666667","0.946524064171123","0","1","0.5","1","0.171428571428571","0.565217391304348","0.857142857142857","0.473684210526316","1","0.24","0","1","1","1","1","0.689655172413793","0.777777777777778","0"
"31","1","0.273684210526316","0.216666666666667","1","0.0611111111111111","0.775","1","0.7","0.7","0.381818181818182","0","0","0.8625","1","0.990909090909091","0.990909090909091","0.966666666666667","0.966666666666667","1","1","0.403846153846154","1","0.403846153846154","0","0","1","0","1","0.966666666666667","1","0.314285714285714","0.4","1","1","0","0","0","0.268041237113402","0.962962962962963","0.764705882352941","0.633333333333333","0.941176470588235","0","1","0.45","1","0.178571428571429","0.58695652173913","0.828571428571429","0.421052631578947","1","0.253333333333333","0","1","1","0.98876404494382","1","0.67816091954023","0.766666666666667","0"
"32","1","0.284210526315789","0.225","1","0.0666666666666667","0.8","1","0.733333333333333","0.733333333333333","0.4","0","0","0.85","1","0.981818181818182","0.981818181818182","0.933333333333333","0.933333333333333","1","1","0.423076923076923","1","0.423076923076923","0","0","1","0","1","0.933333333333333","1","0.342857142857143","0.466666666666667","1","1","0","0","0","0.278350515463918","1","0.794117647058823","0.6","0.935828877005348","0","1","0.4","1","0.185714285714286","0.608695652173913","0.8","0.368421052631579","1","0.266666666666667","0","1","1","0.97752808988764","1","0.666666666666667","0.755555555555556","0"
"33","1","0.294736842105263","0.233333333333333","1","0.0722222222222222","0.825","1","0.766666666666667","0.766666666666667","0.418181818181818","0","0","0.8375","1","0.972727272727273","0.972727272727273","0.9","0.9","1","1","0.442307692307692","1","0.442307692307692","0","0","1","0","1","0.9","1","0.371428571428571","0.533333333333333","1","1","0","0","0.00448430493273543","0.288659793814433","1","0.823529411764706","0.566666666666667","0.93048128342246","0","1","0.35","1","0.192857142857143","0.630434782608696","0.771428571428571","0.315789473684211","1","0.28","0","1","1","0.966292134831461","1","0.655172413793103","0.744444444444444","0"
"34","1","0.305263157894737","0.241666666666667","1","0.0777777777777778","0.85","1","0.8","0.8","0.436363636363636","0","0","0.825","1","0.963636363636364","0.963636363636364","0.866666666666667","0.866666666666667","1","1","0.461538461538462","1","0.461538461538462","0","0","1","0","1","0.866666666666667","1","0.4","0.6","1","1","0","0","0.00896860986547085","0.298969072164948","1","0.852941176470588","0.533333333333333","0.925133689839572","0","1","0.3","1","0.2","0.652173913043478","0.742857142857143","0.263157894736842","1","0.293333333333333","0","1","1","0.955056179775281","1","0.64367816091954","0.733333333333333","0"
"35","1","0.315789473684211","0.25","1","0.0833333333333333","0.875","1","0.833333333333333","0.833333333333333","0.454545454545455","0","0","0.8125","1","0.954545454545454","0.954545454545454","0.833333333333333","0.833333333333333","1","1","0.480769230769231","1","0.480769230769231","0","0","1","0","1","0.833333333333333","1","0.428571428571429","0.666666666666667","1","1","0","0","0.0134529147982063","0.309278350515464","1","0.882352941176471","0.5","0.919786096256684","0","1","0.25","1","0.207142857142857","0.673913043478261","0.714285714285714","0.210526315789474","1","0.306666666666667","0","1","1","0.943820224719101","1","0.632183908045977","0.722222222222222","0"
"36","1","0.326315789473684","0.258333333333333","1","0.0888888888888889","0.9","1","0.866666666666667","0.866666666666667","0.472727272727273","0","0","0.8","1","0.945454545454545","0.945454545454545","0.8","0.8","1","1","0.5","1","0.5","0","0","1","0","1","0.8","1","0.457142857142857","0.733333333333333","1","1","0","0","0.0179372197309417","0.319587628865979","1","0.911764705882353","0.466666666666667","0.914438502673797","0","1","0.2","1","0.214285714285714","0.695652173913043","0.685714285714286","0.157894736842105","1","0.32","0","1","1","0.932584269662921","0.981818181818182","0.620689655172414","0.711111111111111","0"
"37","1","0.336842105263158","0.266666666666667","1","0.0944444444444444","0.925","1","0.9","0.9","0.490909090909091","0","0","0.7875","1","0.936363636363636","0.936363636363636","0.766666666666667","0.766666666666667","1","1","0.519230769230769","1","0.519230769230769","0","0","1","0","1","0.766666666666667","1","0.485714285714286","0.8","1","1","0","0","0.0224215246636771","0.329896907216495","1","0.941176470588235","0.433333333333333","0.909090909090909","0","1","0.15","1","0.221428571428571","0.717391304347826","0.657142857142857","0.105263157894737","1","0.333333333333333","0","0.996598639455782","1","0.921348314606742","0.963636363636364","0.609195402298851","0.7","0"
"38","1","0.347368421052632","0.275","1","0.1","0.95","1","0.933333333333333","0.933333333333333","0.509090909090909","0","0","0.775","1","0.927272727272727","0.927272727272727","0.733333333333333","0.733333333333333","1","1","0.538461538461539","1","0.538461538461539","0","0","1","0","1","0.733333333333333","1","0.514285714285714","0.866666666666667","1","1","0","0","0.0269058295964126","0.34020618556701","1","0.970588235294118","0.4","0.903743315508021","0","1","0.1","1","0.228571428571429","0.739130434782609","0.628571428571429","0.0526315789473684","1","0.346666666666667","0","0.993197278911565","1","0.910112359550562","0.945454545454545","0.597701149425287","0.688888888888889","0"
"39","1","0.357894736842105","0.283333333333333","1","0.105555555555556","0.975","1","0.966666666666667","0.966666666666667","0.527272727272727","0","0","0.7625","1","0.918181818181818","0.918181818181818","0.7","0.7","1","1","0.557692307692308","1","0.557692307692308","0","0","1","0.00900900900900901","1","0.7","1","0.542857142857143","0.933333333333333","1","1","0","0","0.031390134529148","0.350515463917526","1","1","0.366666666666667","0.898395721925134","0","1","0.05","1","0.235714285714286","0.760869565217391","0.6","0","1","0.36","0","0.989795918367347","1","0.898876404494382","0.927272727272727","0.586206896551724","0.677777777777778","0"
"40","1","0.368421052631579","0.291666666666667","1","0.111111111111111","1","1","1","1","0.545454545454545","0","0","0.75","1","0.909090909090909","0.909090909090909","0.666666666666667","0.666666666666667","1","1","0.576923076923077","1","0.576923076923077","0","0","1","0.018018018018018","1","0.666666666666667","1","0.571428571428571","1","1","1","0","0","0.0358744394618834","0.360824742268041","1","1","0.333333333333333","0.893048128342246","0","1","0","1","0.242857142857143","0.782608695652174","0.571428571428571","0","1","0.373333333333333","0","0.986394557823129","1","0.887640449438202","0.909090909090909","0.574712643678161","0.666666666666667","0"
"41","1","0.378947368421053","0.3","1","0.116666666666667","1","1","1","1","0.563636363636364","0.1","0.0166666666666667","0.7375","1","0.9","0.9","0.633333333333333","0.633333333333333","1","0.975","0.596153846153846","0.95","0.596153846153846","0","0","1","0.027027027027027","0.975","0.633333333333333","1","0.6","1","1","1","0","0","0.0403587443946188","0.371134020618557","1","1","0.3","0.887700534759358","0","1","0","1","0.25","0.804347826086957","0.542857142857143","0","1","0.386666666666667","0","0.982993197278912","1","0.876404494382022","0.890909090909091","0.563218390804598","0.655555555555556","0"
"42","1","0.389473684210526","0.308333333333333","1","0.122222222222222","1","1","1","1","0.581818181818182","0.2","0.0333333333333333","0.725","1","0.890909090909091","0.890909090909091","0.6","0.6","1","0.95","0.615384615384615","0.9","0.615384615384615","0","0","1","0.036036036036036","0.95","0.6","1","0.628571428571429","1","1","1","0","0","0.0448430493273543","0.381443298969072","1","1","0.266666666666667","0.882352941176471","0","1","0","0.923076923076923","0.257142857142857","0.826086956521739","0.514285714285714","0","1","0.4","0","0.979591836734694","1","0.865168539325843","0.872727272727273","0.551724137931034","0.644444444444444","0"
"43","1","0.4","0.316666666666667","1","0.127777777777778","1","1","1","1","0.6","0.3","0.05","0.7125","1","0.881818181818182","0.881818181818182","0.566666666666667","0.566666666666667","1","0.925","0.634615384615385","0.85","0.634615384615385","0","0","1","0.045045045045045","0.925","0.566666666666667","1","0.657142857142857","1","1","1","0","0","0.0493273542600897","0.391752577319588","1","1","0.233333333333333","0.877005347593583","0","1","0","0.846153846153846","0.264285714285714","0.847826086956522","0.485714285714286","0","1","0.413333333333333","0","0.976190476190476","1","0.853932584269663","0.854545454545454","0.540229885057471","0.633333333333333","0"
"44","1","0.410526315789474","0.325","1","0.133333333333333","1","1","1","1","0.618181818181818","0.4","0.0666666666666667","0.7","1","0.872727272727273","0.872727272727273","0.533333333333333","0.533333333333333","1","0.9","0.653846153846154","0.8","0.653846153846154","0","0","1","0.0540540540540541","0.9","0.533333333333333","1","0.685714285714286","1","1","1","0","0","0.0538116591928251","0.402061855670103","1","1","0.2","0.871657754010695","0","1","0","0.769230769230769","0.271428571428571","0.869565217391304","0.457142857142857","0","1","0.426666666666667","0","0.972789115646258","1","0.842696629213483","0.836363636363636","0.528735632183908","0.622222222222222","0"
"45","1","0.421052631578947","0.333333333333333","1","0.138888888888889","1","1","1","1","0.636363636363636","0.5","0.0833333333333333","0.6875","1","0.863636363636364","0.863636363636364","0.5","0.5","1","0.875","0.673076923076923","0.75","0.673076923076923","0","0","1","0.0630630630630631","0.875","0.5","1","0.714285714285714","1","1","1","0","0","0.0582959641255605","0.412371134020619","1","1","0.166666666666667","0.866310160427807","0","1","0","0.692307692307692","0.278571428571429","0.891304347826087","0.428571428571429","0","1","0.44","0","0.969387755102041","1","0.831460674157303","0.818181818181818","0.517241379310345","0.611111111111111","0"
"46","1","0.431578947368421","0.341666666666667","1","0.144444444444444","1","1","1","1","0.654545454545455","0.6","0.1","0.675","1","0.854545454545454","0.854545454545454","0.466666666666667","0.466666666666667","1","0.85","0.692307692307692","0.7","0.692307692307692","0","0","1","0.0720720720720721","0.85","0.466666666666667","1","0.742857142857143","1","1","1","0","0","0.062780269058296","0.422680412371134","1","1","0.133333333333333","0.86096256684492","0","1","0","0.615384615384615","0.285714285714286","0.91304347826087","0.4","0","1","0.453333333333333","0","0.965986394557823","1","0.820224719101124","0.8","0.505747126436782","0.6","0"
"47","1","0.442105263157895","0.35","1","0.15","1","1","1","1","0.672727272727273","0.7","0.116666666666667","0.6625","1","0.845454545454545","0.845454545454545","0.433333333333333","0.433333333333333","1","0.825","0.711538461538462","0.65","0.711538461538462","0","0","1","0.0810810810810811","0.825","0.433333333333333","1","0.771428571428571","1","1","1","0","0","0.0672645739910314","0.43298969072165","1","1","0.1","0.855614973262032","0","1","0","0.538461538461539","0.292857142857143","0.934782608695652","0.371428571428571","0","1","0.466666666666667","0","0.962585034013605","1","0.808988764044944","0.781818181818182","0.494252873563218","0.588888888888889","0"
"48","1","0.452631578947368","0.358333333333333","1","0.155555555555556","1","1","1","1","0.690909090909091","0.8","0.133333333333333","0.65","1","0.836363636363636","0.836363636363636","0.4","0.4","1","0.8","0.730769230769231","0.6","0.730769230769231","0","0","1","0.0900900900900901","0.8","0.4","1","0.8","1","1","1","0","0","0.0717488789237668","0.443298969072165","1","1","0.0666666666666667","0.850267379679144","0","1","0","0.461538461538462","0.3","0.956521739130435","0.342857142857143","0","1","0.48","0","0.959183673469388","1","0.797752808988764","0.763636363636364","0.482758620689655","0.577777777777778","0"
"49","1","0.463157894736842","0.366666666666667","1","0.161111111111111","1","1","1","1","0.709090909090909","0.9","0.15","0.6375","1","0.827272727272727","0.827272727272727","0.366666666666667","0.366666666666667","1","0.775","0.75","0.55","0.75","0","0","1","0.0990990990990991","0.775","0.366666666666667","1","0.828571428571429","1","1","1","0","0","0.0762331838565022","0.45360824742268","1","1","0.0333333333333333","0.844919786096257","0","1","0","0.384615384615385","0.307142857142857","0.978260869565217","0.314285714285714","0","1","0.493333333333333","0","0.95578231292517","1","0.786516853932584","0.745454545454545","0.471264367816092","0.566666666666667","0"
"50","1","0.473684210526316","0.375","1","0.166666666666667","1","1","1","1","0.727272727272727","1","0.166666666666667","0.625","1","0.818181818181818","0.818181818181818","0.333333333333333","0.333333333333333","1","0.75","0.769230769230769","0.5","0.769230769230769","0","0","1","0.108108108108108","0.75","0.333333333333333","1","0.857142857142857","1","1","1","0","0","0.0807174887892377","0.463917525773196","1","1","0","0.839572192513369","0.0133333333333333","1","0","0.307692307692308","0.314285714285714","1","0.285714285714286","0","1","0.506666666666667","0","0.952380952380952","1","0.775280898876405","0.727272727272727","0.459770114942529","0.555555555555556","0"
"51","1","0.484210526315789","0.383333333333333","1","0.172222222222222","1","0.99236641221374","1","1","0.745454545454545","1","0.183333333333333","0.6125","1","0.809090909090909","0.809090909090909","0.3","0.3","1","0.725","0.788461538461539","0.45","0.788461538461539","0","0","1","0.117117117117117","0.725","0.3","1","0.885714285714286","1","1","1","0","0","0.0852017937219731","0.474226804123711","1","1","0","0.834224598930481","0.0266666666666667","1","0","0.230769230769231","0.321428571428571","1","0.257142857142857","0","1","0.52","0","0.948979591836735","1","0.764044943820225","0.709090909090909","0.448275862068966","0.544444444444445","0"
"52","1","0.494736842105263","0.391666666666667","1","0.177777777777778","1","0.984732824427481","1","1","0.763636363636364","1","0.2","0.6","1","0.8","0.8","0.266666666666667","0.266666666666667","1","0.7","0.807692307692308","0.4","0.807692307692308","0","0","1","0.126126126126126","0.7","0.266666666666667","1","0.914285714285714","1","1","1","0","0","0.0896860986547085","0.484536082474227","1","1","0","0.828877005347594","0.04","1","0","0.153846153846154","0.328571428571429","1","0.228571428571429","0","1","0.533333333333333","0","0.945578231292517","1","0.752808988764045","0.690909090909091","0.436781609195402","0.533333333333333","0"
"53","1","0.505263157894737","0.4","1","0.183333333333333","1","0.977099236641221","1","1","0.781818181818182","1","0.216666666666667","0.5875","1","0.790909090909091","0.790909090909091","0.233333333333333","0.233333333333333","1","0.675","0.826923076923077","0.35","0.826923076923077","0","0","1","0.135135135135135","0.675","0.233333333333333","1","0.942857142857143","1","1","1","0","0","0.0941704035874439","0.494845360824742","1","1","0","0.823529411764706","0.0533333333333333","1","0","0.0769230769230769","0.335714285714286","1","0.2","0","1","0.546666666666667","0","0.942176870748299","1","0.741573033707865","0.672727272727273","0.425287356321839","0.522222222222222","0"
"54","1","0.51578947368421","0.408333333333333","1","0.188888888888889","1","0.969465648854962","1","1","0.8","1","0.233333333333333","0.575","1","0.781818181818182","0.781818181818182","0.2","0.2","1","0.65","0.846153846153846","0.3","0.846153846153846","0","0","1","0.144144144144144","0.65","0.2","1","0.971428571428571","1","1","1","0","0","0.0986547085201794","0.505154639175258","1","1","0","0.818181818181818","0.0666666666666667","1","0","0","0.342857142857143","1","0.171428571428571","0","1","0.56","0","0.938775510204082","1","0.730337078651685","0.654545454545455","0.413793103448276","0.511111111111111","0"
"55","1","0.526315789473684","0.416666666666667","1","0.194444444444444","1","0.961832061068702","1","1","0.818181818181818","1","0.25","0.5625","1","0.772727272727273","0.772727272727273","0.166666666666667","0.166666666666667","1","0.625","0.865384615384615","0.25","0.865384615384615","0","0","1","0.153153153153153","0.625","0.166666666666667","1","1","1","1","1","0","0","0.103139013452915","0.515463917525773","1","1","0","0.81283422459893","0.08","1","0","0","0.35","1","0.142857142857143","0","1","0.573333333333333","0","0.935374149659864","0.993150684931507","0.719101123595506","0.636363636363636","0.402298850574713","0.5","0"
"56","1","0.536842105263158","0.425","1","0.2","1","0.954198473282443","1","1","0.836363636363636","1","0.266666666666667","0.55","1","0.763636363636364","0.763636363636364","0.133333333333333","0.133333333333333","1","0.6","0.884615384615385","0.2","0.884615384615385","0","0","1","0.162162162162162","0.6","0.133333333333333","1","1","1","1","1","0","0","0.10762331838565","0.525773195876289","1","1","0","0.807486631016043","0.0933333333333333","1","0","0","0.357142857142857","1","0.114285714285714","0","1","0.586666666666667","0","0.931972789115646","0.986301369863014","0.707865168539326","0.618181818181818","0.390804597701149","0.488888888888889","0"
"57","1","0.547368421052632","0.433333333333333","1","0.205555555555556","1","0.946564885496183","1","1","0.854545454545454","1","0.283333333333333","0.5375","1","0.754545454545455","0.754545454545455","0.1","0.1","1","0.575","0.903846153846154","0.15","0.903846153846154","0","0","1","0.171171171171171","0.575","0.1","1","1","1","1","1","0","0","0.112107623318386","0.536082474226804","1","1","0","0.802139037433155","0.106666666666667","1","0","0","0.364285714285714","1","0.0857142857142857","0","1","0.6","0","0.928571428571428","0.97945205479452","0.696629213483146","0.6","0.379310344827586","0.477777777777778","0"
"58","1","0.557894736842105","0.441666666666667","1","0.211111111111111","1","0.938931297709924","1","1","0.872727272727273","1","0.3","0.525","1","0.745454545454545","0.745454545454545","0.0666666666666667","0.0666666666666667","1","0.55","0.923076923076923","0.1","0.923076923076923","0","0","1","0.18018018018018","0.55","0.0666666666666667","1","1","1","1","1","0","0","0.116591928251121","0.54639175257732","1","1","0","0.796791443850267","0.12","1","0","0","0.371428571428571","1","0.0571428571428571","0","1","0.613333333333333","0","0.925170068027211","0.972602739726027","0.685393258426966","0.581818181818182","0.367816091954023","0.466666666666667","0"
"59","1","0.568421052631579","0.45","1","0.216666666666667","1","0.931297709923664","1","1","0.890909090909091","1","0.316666666666667","0.5125","1","0.736363636363636","0.736363636363636","0.0333333333333333","0.0333333333333333","1","0.525","0.942307692307692","0.05","0.942307692307692","0","0","1","0.189189189189189","0.525","0.0333333333333333","1","1","1","1","1","0","0","0.121076233183857","0.556701030927835","1","1","0","0.79144385026738","0.133333333333333","1","0","0","0.378571428571429","1","0.0285714285714286","0","1","0.626666666666667","0","0.921768707482993","0.965753424657534","0.674157303370786","0.563636363636364","0.35632183908046","0.455555555555556","0"
"60","1","0.578947368421053","0.458333333333333","1","0.222222222222222","1","0.923664122137405","1","1","0.909090909090909","1","0.333333333333333","0.5","1","0.727272727272727","0.727272727272727","0","0","1","0.5","0.961538461538462","0","0.961538461538462","0","0","1","0.198198198198198","0.5","0","1","1","1","1","1","0","0","0.125560538116592","0.56701030927835","1","1","0","0.786096256684492","0.146666666666667","1","0","0","0.385714285714286","1","0","0","1","0.64","0","0.918367346938776","0.958904109589041","0.662921348314607","0.545454545454545","0.344827586206897","0.444444444444444","0"
"61","1","0.589473684210526","0.466666666666667","1","0.227777777777778","1","0.916030534351145","1","1","0.927272727272727","1","0.35","0.4875","1","0.718181818181818","0.718181818181818","0","0","1","0.475","0.980769230769231","0","0.980769230769231","0","0","1","0.207207207207207","0.475","0","1","1","1","1","1","0","0","0.130044843049327","0.577319587628866","1","1","0","0.780748663101604","0.16","1","0","0","0.392857142857143","1","0","0","1","0.653333333333333","0","0.914965986394558","0.952054794520548","0.651685393258427","0.527272727272727","0.333333333333333","0.433333333333333","0"
"62","1","0.6","0.475","1","0.233333333333333","1","0.908396946564885","1","1","0.945454545454545","1","0.366666666666667","0.475","1","0.709090909090909","0.709090909090909","0","0","1","0.45","1","0","1","0","0","1","0.216216216216216","0.45","0","1","1","1","1","1","0","0","0.134529147982063","0.587628865979381","1","1","0","0.775401069518717","0.173333333333333","1","0","0","0.4","1","0","0","1","0.666666666666667","0","0.91156462585034","0.945205479452055","0.640449438202247","0.509090909090909","0.32183908045977","0.422222222222222","0"
"63","1","0.610526315789474","0.483333333333333","1","0.238888888888889","1","0.900763358778626","1","1","0.963636363636364","1","0.383333333333333","0.4625","1","0.7","0.7","0","0","1","0.425","1","0","1","0","0","1","0.225225225225225","0.425","0","1","1","1","1","1","0","0","0.139013452914798","0.597938144329897","1","1","0","0.770053475935829","0.186666666666667","1","0","0","0.407142857142857","1","0","0","1","0.68","0","0.908163265306122","0.938356164383562","0.629213483146067","0.490909090909091","0.310344827586207","0.411111111111111","0"
"64","1","0.621052631578947","0.491666666666667","1","0.244444444444444","1","0.893129770992366","1","1","0.981818181818182","1","0.4","0.45","1","0.690909090909091","0.690909090909091","0","0","1","0.4","1","0","1","0","0","1","0.234234234234234","0.4","0","1","1","1","1","1","0","0","0.143497757847534","0.608247422680412","1","1","0","0.764705882352941","0.2","1","0","0","0.414285714285714","1","0","0","1","0.693333333333333","0","0.904761904761905","0.931506849315068","0.617977528089888","0.472727272727273","0.298850574712644","0.4","0"
"65","1","0.631578947368421","0.5","1","0.25","1","0.885496183206107","1","1","1","1","0.416666666666667","0.4375","1","0.681818181818182","0.681818181818182","0","0","1","0.375","1","0","1","0","0","1","0.243243243243243","0.375","0","1","1","1","1","1","0","0","0.147982062780269","0.618556701030928","1","1","0","0.759358288770053","0.213333333333333","1","0","0","0.421428571428571","1","0","0","1","0.706666666666667","0","0.901360544217687","0.924657534246575","0.606741573033708","0.454545454545455","0.28735632183908","0.388888888888889","0"
"66","1","0.642105263157895","0.508333333333333","1","0.255555555555556","1","0.877862595419847","1","1","1","1","0.433333333333333","0.425","1","0.672727272727273","0.672727272727273","0","0","1","0.35","1","0","1","0","0","1","0.252252252252252","0.35","0","1","1","1","1","1","0","0","0.152466367713004","0.628865979381443","1","1","0","0.754010695187166","0.226666666666667","1","0","0","0.428571428571429","1","0","0","1","0.72","0","0.897959183673469","0.917808219178082","0.595505617977528","0.436363636363636","0.275862068965517","0.377777777777778","0"
"67","1","0.652631578947368","0.516666666666667","1","0.261111111111111","1","0.870229007633588","1","1","1","1","0.45","0.4125","1","0.663636363636364","0.663636363636364","0","0","1","0.325","1","0","1","0","0","1","0.261261261261261","0.325","0","1","1","1","1","1","0","0","0.15695067264574","0.639175257731959","1","1","0","0.748663101604278","0.24","1","0","0","0.435714285714286","1","0","0","1","0.733333333333333","0","0.894557823129252","0.910958904109589","0.584269662921348","0.418181818181818","0.264367816091954","0.366666666666667","0"
"68","1","0.663157894736842","0.525","1","0.266666666666667","1","0.862595419847328","1","1","1","1","0.466666666666667","0.4","1","0.654545454545455","0.654545454545455","0","0","1","0.3","1","0","1","0","0","1","0.27027027027027","0.3","0","1","1","1","1","1","0","0","0.161434977578475","0.649484536082474","1","1","0","0.74331550802139","0.253333333333333","1","0","0","0.442857142857143","1","0","0","1","0.746666666666667","0","0.891156462585034","0.904109589041096","0.573033707865168","0.4","0.252873563218391","0.355555555555556","0"
"69","1","0.673684210526316","0.533333333333333","1","0.272222222222222","1","0.854961832061069","1","1","1","1","0.483333333333333","0.3875","1","0.645454545454545","0.645454545454545","0","0","1","0.275","1","0","1","0","0","1","0.279279279279279","0.275","0","1","1","1","1","1","0","0","0.165919282511211","0.65979381443299","1","1","0","0.737967914438503","0.266666666666667","1","0","0","0.45","1","0","0","1","0.76","0","0.887755102040816","0.897260273972603","0.561797752808989","0.381818181818182","0.241379310344828","0.344444444444444","0"
"70","1","0.684210526315789","0.541666666666667","1","0.277777777777778","1","0.847328244274809","1","1","1","1","0.5","0.375","1","0.636363636363636","0.636363636363636","0","0","1","0.25","1","0","1","0","0","1","0.288288288288288","0.25","0","1","1","1","1","1","0","0","0.170403587443946","0.670103092783505","1","1","0","0.732620320855615","0.28","1","0","0","0.457142857142857","1","0","0","1","0.773333333333333","0","0.884353741496599","0.89041095890411","0.550561797752809","0.363636363636364","0.229885057471264","0.333333333333333","0"
"71","1","0.694736842105263","0.55","1","0.283333333333333","1","0.83969465648855","1","1","1","1","0.516666666666667","0.3625","1","0.627272727272727","0.627272727272727","0","0","1","0.225","1","0","1","0","0","1","0.297297297297297","0.225","0","1","1","1","1","1","0","0","0.174887892376682","0.680412371134021","1","1","0","0.727272727272727","0.293333333333333","1","0","0","0.464285714285714","1","0","0","1","0.786666666666667","0","0.880952380952381","0.883561643835616","0.539325842696629","0.345454545454545","0.218390804597701","0.322222222222222","0"
